total_votes,weighted_average_vote,imdb_title_id,allgenders_18age_avg_vote,allgenders_30age_avg_vote,allgenders_45age_avg_vote,males_allages_avg_vote,females_allages_avg_vote,us_voters_votes,non_us_voters_votes
1090,5.5,tt7007696,5.8,5.6,5.2,5.6,5.4,246.0,437.0
155,2.9,tt7007846,3.1,2.9,3.2,2.9,2.8,36.0,72.0
558,6.1,tt7008310,5.9,2.2,1.9,2.0,3.6,32.0,57.0
23490,6.9,tt7008872,7.0,6.8,6.9,6.9,7.0,4003.0,9332.0
301,5.3,tt7009250,5.1,4.9,5.9,5.2,5.4,97.0,72.0
1044,7.0,tt7010156,7.0,6.8,6.0,6.9,7.0,64.0,389.0
190,3.4,tt7010380,4.2,2.1,3.0,6.2,1.2,176.0,8.0
2431,7.6,tt7010412,7.8,7.5,7.2,7.5,7.9,183.0,1155.0
150,6.0,tt7010456,7.2,6.6,5.6,6.7,6.4,7.0,64.0
317,5.7,tt7011436,5.4,5.9,5.7,5.7,6.0,27.0,184.0
1657,6.3,tt7012864,6.4,6.4,5.7,6.2,6.2,328.0,790.0
460,6.8,tt7013194,6.8,6.7,7.1,6.8,7.0,46.0,205.0
251,7.4,tt7013254,7.4,6.9,7.5,7.5,7.0,12.0,86.0
411,6.9,tt7013830,6.9,7.0,6.6,6.8,7.1,17.0,191.0
49510,7.4,tt7014006,7.6,7.3,7.1,7.4,7.3,10968.0,17161.0
1073,4.3,tt7014110,4.4,4.2,4.2,3.9,4.7,227.0,341.0
171,5.4,tt7014234,4.3,5.8,5.1,5.5,4.6,55.0,45.0
376,5.2,tt7014318,4.9,4.9,5.3,4.9,6.0,3.0,184.0
3463,6.3,tt7014430,3.8,6.6,4.6,5.6,7.7,463.0,2008.0
2204,6.7,tt7016254,7.0,6.7,6.4,6.7,6.9,135.0,1298.0
1463,6.3,tt7018010,6.3,6.3,6.4,6.2,6.6,23.0,852.0
1565,5.4,tt7019812,5.3,5.2,4.9,5.3,5.9,115.0,530.0
2838,7.3,tt7019820,7.5,6.7,5.4,7.2,7.8,281.0,772.0
12223,8.7,tt7019842,8.7,8.3,7.0,8.6,8.4,1140.0,3053.0
106,6.5,tt7019912,6.3,6.1,2.0,6.2,8.5,9.0,34.0
4535,8.4,tt7019942,8.6,8.1,6.2,8.4,7.8,327.0,1463.0
134,6.4,tt7021088,7.0,6.5,5.4,6.0,6.9,28.0,42.0
504,5.1,tt7021508,5.3,4.7,4.6,4.5,5.6,109.0,129.0
471,6.9,tt7022402,7.1,6.8,6.5,6.6,7.1,44.0,178.0
861,5.8,tt7022404,5.7,5.8,5.9,5.8,5.9,14.0,453.0
356,6.5,tt7022500,6.6,6.5,6.3,6.3,7.1,29.0,135.0
270,6.1,tt7023354,5.8,6.0,6.3,6.0,6.0,7.0,156.0
157,5.5,tt7023500,5.7,5.5,4.7,5.7,6.7,12.0,59.0
221,4.0,tt7023596,3.6,4.1,4.4,3.9,5.4,5.0,142.0
1020,6.5,tt7025210,6.6,6.3,5.4,6.4,6.4,101.0,348.0
726,6.5,tt7025388,3.8,6.9,7.3,5.7,7.8,79.0,225.0
2377,6.2,tt7025976,6.2,6.1,6.4,6.3,5.9,72.0,1338.0
283,4.9,tt7026370,4.9,4.9,4.9,4.9,4.9,45.0,141.0
15065,6.4,tt7026672,6.5,6.3,6.2,6.3,6.5,1695.0,6044.0
1804,5.3,tt7027092,5.6,5.2,5.1,5.3,5.1,84.0,957.0
4736,6.1,tt7027278,6.2,5.7,5.8,5.9,7.1,330.0,1267.0
181,6.8,tt7028460,7.6,5.4,9.0,6.4,9.1,11.0,111.0
301,6.4,tt7028470,6.2,6.5,6.4,6.4,5.9,3.0,192.0
1590,4.6,tt7029854,4.8,4.4,4.8,4.6,4.7,139.0,786.0
168,4.5,tt7032958,4.6,4.6,4.5,4.5,5.7,15.0,84.0
127,5.4,tt7033192,5.9,4.5,5.1,4.8,6.7,15.0,68.0
213,6.1,tt7033498,6.4,5.7,6.1,6.0,6.5,61.0,51.0
127,6.3,tt7035302,6.6,6.2,6.2,6.3,6.5,7.0,60.0
143,6.8,tt7036332,3.7,6.0,6.5,5.2,4.3,1.0,15.0
133,2.8,tt7037156,2.6,2.9,3.4,2.8,3.6,4.0,81.0
474,4.2,tt7039000,3.7,4.0,4.4,4.1,4.8,197.0,103.0
141,5.7,tt7039208,6.6,5.6,5.8,5.7,5.5,2.0,88.0
134,5.7,tt7040276,6.6,5.6,5.7,5.7,5.7,,81.0
100605,6.8,tt7040874,6.9,6.7,6.9,6.7,7.0,14026.0,38877.0
248,4.7,tt7041458,4.8,4.6,3.1,4.6,3.4,21.0,100.0
431,6.2,tt7042838,6.2,6.0,6.3,6.1,6.4,51.0,206.0
7226,5.6,tt7042862,5.6,5.6,5.7,5.6,5.5,1506.0,2865.0
45295,5.7,tt7043012,5.7,5.7,5.8,5.7,5.8,6001.0,18976.0
335,5.0,tt7043070,4.6,4.6,4.1,4.4,4.4,85.0,94.0
477,3.4,tt7043534,3.4,3.5,3.4,3.4,3.0,61.0,217.0
1378,5.5,tt7044076,5.5,5.5,5.5,5.5,5.5,179.0,604.0
112,6.2,tt7046112,6.5,6.5,5.8,6.4,6.0,9.0,50.0
157,5.9,tt7046524,5.7,5.9,6.1,5.8,6.2,12.0,66.0
904,5.5,tt7046826,5.6,5.3,5.4,5.4,5.4,96.0,448.0
902,7.5,tt7046974,7.6,7.4,6.4,7.2,7.9,75.0,367.0
12035,7.7,tt7048622,7.8,7.6,7.6,7.6,7.9,1144.0,5922.0
605,4.3,tt7048676,4.3,4.2,4.4,4.2,4.8,144.0,225.0
185,6.2,tt7049420,6.7,6.0,6.2,6.1,6.9,6.0,111.0
611,5.0,tt7049542,4.3,4.6,5.3,4.9,5.0,131.0,215.0
123,5.0,tt7050476,4.7,6.0,3.8,5.1,4.4,7.0,64.0
158,5.3,tt7050870,5.8,5.2,5.8,5.4,3.6,15.0,46.0
610,6.4,tt7051048,6.5,6.4,6.6,6.4,6.8,43.0,344.0
159,8.0,tt7051292,7.9,8.0,7.3,7.9,9.3,18.0,49.0
686,5.7,tt7051624,5.7,5.6,5.6,5.7,5.5,149.0,232.0
3335,5.6,tt7052244,3.6,4.3,3.1,3.7,5.3,333.0,1944.0
1105,4.5,tt7052494,4.7,4.2,4.5,4.3,4.7,230.0,413.0
541,7.4,tt7054410,7.7,6.5,6.4,7.4,6.8,27.0,236.0
2849,4.3,tt7054636,4.5,4.1,4.2,3.9,5.4,901.0,380.0
104,6.6,tt7054868,7.7,5.7,7.1,6.4,6.5,5.0,43.0
1364,6.7,tt7055592,6.8,6.6,6.6,6.7,6.8,162.0,654.0
120,6.2,tt7055824,5.4,5.4,5.5,5.7,5.0,8.0,35.0
3352,7.1,tt7056732,7.4,7.0,6.6,7.0,7.6,270.0,1461.0
235,4.5,tt7056906,4.6,4.0,4.6,4.3,4.4,23.0,100.0
9183,7.4,tt7057496,7.6,7.1,6.9,7.3,7.5,695.0,4169.0
4546,6.6,tt7058080,6.4,6.5,6.4,6.4,6.5,326.0,1755.0
190,6.0,tt7058612,6.7,6.1,5.3,5.9,6.6,10.0,104.0
1382,6.5,tt7059506,6.9,5.7,3.9,6.3,6.4,129.0,435.0
204,4.3,tt7059682,5.5,4.4,3.2,4.1,3.6,27.0,57.0
12586,8.7,tt7060344,8.8,8.3,6.7,8.7,8.4,1065.0,3306.0
7218,8.3,tt7060460,8.4,7.9,6.1,8.2,7.7,571.0,2148.0
358,5.0,tt7060566,6.5,5.3,3.3,4.8,4.8,98.0,112.0
408,5.6,tt7063130,5.4,5.4,5.8,5.5,7.2,48.0,105.0
7160,7.1,tt7063210,7.2,7.0,6.8,7.0,7.3,170.0,3907.0
2513,6.4,tt7064498,6.4,6.4,6.5,6.4,6.4,96.0,1489.0
704,6.5,tt7064766,6.4,6.3,5.8,6.3,6.5,61.0,233.0
389,5.0,tt7066030,4.9,4.2,10.0,4.9,8.7,56.0,84.0
788,4.5,tt7066382,4.6,4.5,4.4,4.5,5.0,19.0,424.0
3243,6.0,tt7068818,4.4,6.0,4.8,5.6,5.6,854.0,1693.0
143,4.9,tt7068878,4.6,4.6,5.2,5.0,4.6,32.0,40.0
360,6.1,tt7069496,6.4,6.3,5.4,6.1,5.9,54.0,164.0
128,4.4,tt7070496,3.9,4.4,4.1,4.2,4.9,18.0,62.0
110,7.4,tt7071382,6.6,7.8,7.0,7.3,9.8,4.0,43.0
717,6.0,tt7073522,6.1,5.8,6.2,5.9,6.7,28.0,456.0
4019,5.7,tt7073710,5.8,5.8,5.6,5.7,5.7,681.0,1809.0
8629,6.1,tt7074886,6.2,6.1,6.1,6.1,6.0,1845.0,3652.0
675,6.4,tt7075594,6.6,6.4,6.3,6.4,6.8,88.0,362.0
198,3.8,tt7076668,3.5,3.2,5.0,3.4,4.2,11.0,63.0
5996,6.6,tt7076834,7.0,6.4,5.9,6.5,6.8,473.0,2494.0
346,6.2,tt7078004,6.2,6.2,6.1,6.1,6.2,56.0,134.0
1770,5.8,tt7078658,6.1,5.8,5.6,5.8,5.7,179.0,906.0
615,7.1,tt7080138,7.0,7.2,6.9,7.1,7.0,52.0,333.0
306,5.2,tt7080434,5.5,5.0,5.3,5.1,5.6,12.0,176.0
277,6.6,tt7080686,6.4,6.0,5.0,6.3,6.2,17.0,106.0
1136,7.1,tt7080960,7.4,7.1,6.9,7.1,7.4,33.0,575.0
183,6.3,tt7081274,6.2,6.5,6.1,6.3,6.1,2.0,131.0
194,5.3,tt7081574,3.9,5.7,5.3,5.2,5.8,8.0,127.0
4919,6.2,tt7083526,6.3,5.9,6.1,5.8,7.1,1193.0,1123.0
206,6.1,tt7083846,6.3,5.9,6.1,6.1,6.3,33.0,115.0
194,4.6,tt7084614,4.6,5.1,4.3,4.5,4.2,45.0,68.0
112,5.2,tt7085054,5.3,5.0,5.5,5.4,5.4,27.0,57.0
108,7.5,tt7085078,7.3,5.6,10.0,7.1,8.8,13.0,15.0
343,6.5,tt7085164,6.9,6.4,6.7,6.4,7.0,8.0,209.0
504,6.7,tt7085724,5.8,7.2,5.2,6.7,7.2,94.0,321.0
1159,5.4,tt7085842,5.4,5.3,5.2,5.3,5.5,112.0,572.0
1011,5.3,tt7087210,5.4,5.3,5.3,5.3,5.1,219.0,432.0
487,6.3,tt7087934,6.5,6.0,7.5,6.3,6.9,25.0,187.0
135,7.2,tt7087940,7.4,6.9,6.6,6.7,8.0,11.0,77.0
231,6.6,tt7087944,6.8,6.3,5.0,6.5,8.3,14.0,94.0
318,7.1,tt7088006,7.2,6.6,6.0,7.0,6.9,11.0,108.0
419,5.7,tt7088028,6.1,5.5,5.8,5.1,6.6,146.0,194.0
209,4.6,tt7088032,3.9,4.3,10.0,4.2,5.2,14.0,74.0
357,5.8,tt7088074,5.8,5.3,6.1,5.6,7.2,26.0,123.0
432,5.3,tt7088096,5.3,5.1,5.1,5.2,5.7,38.0,158.0
135,3.2,tt7088108,2.8,4.0,1.0,3.4,4.7,9.0,51.0
140,6.5,tt7089738,6.6,6.7,5.9,6.5,7.1,2.0,92.0
653,7.2,tt7089878,7.4,6.7,7.0,7.1,7.0,81.0,260.0
1685,5.6,tt7091300,3.0,5.2,3.5,4.4,5.2,269.0,1009.0
141,5.5,tt7091504,5.3,5.2,5.8,5.4,5.3,3.0,94.0
209,6.4,tt7093470,7.0,6.5,6.1,6.3,7.1,14.0,113.0
151,4.6,tt7094374,3.6,4.7,4.5,4.6,4.6,29.0,76.0
587,6.0,tt7095392,5.3,5.2,8.0,5.1,7.0,11.0,32.0
4571,7.3,tt7095482,7.5,7.2,7.1,7.2,7.1,160.0,2545.0
1214,6.4,tt7095654,6.4,6.5,6.5,6.4,6.9,144.0,541.0
125,5.8,tt7095698,5.8,6.1,5.4,5.7,6.4,13.0,69.0
171,5.9,tt7095852,6.7,6.5,6.4,6.4,7.2,16.0,63.0
367,7.9,tt7097358,4.4,9.2,6.5,6.5,9.7,110.0,221.0
20353,7.8,tt7098658,7.9,7.6,7.3,7.7,8.1,1638.0,6221.0
326,3.2,tt7099566,2.9,2.8,3.1,2.8,4.0,31.0,143.0
239,5.8,tt7102426,5.6,4.4,4.5,5.1,7.2,22.0,60.0
324,4.7,tt7104578,4.7,4.4,4.4,4.4,4.8,38.0,127.0
2356,6.3,tt7104984,6.2,6.3,6.4,6.3,6.4,125.0,1231.0
1683,6.1,tt7105944,6.0,5.9,6.2,6.0,6.0,35.0,886.0
168,7.2,tt7106246,7.3,7.0,6.2,6.7,8.5,18.0,82.0
179,7.3,tt7106506,7.1,7.4,7.3,7.3,7.5,8.0,97.0
274,5.9,tt7106814,6.2,5.6,6.1,5.8,6.4,6.0,172.0
236,5.6,tt7106928,5.9,5.4,5.6,5.5,5.6,12.0,149.0
148,6.5,tt7106968,6.4,6.3,6.0,5.9,7.2,6.0,65.0
104,4.4,tt7107018,1.9,4.0,4.6,4.0,4.6,23.0,45.0
153,3.5,tt7108862,1.5,4.3,3.6,3.5,5.1,40.0,54.0
299,6.1,tt7108976,6.6,5.9,5.9,6.1,6.3,42.0,119.0
258,4.4,tt7109106,4.4,4.8,4.9,4.2,4.8,5.0,114.0
994,8.1,tt7109900,8.0,7.8,6.7,8.0,6.6,57.0,330.0
214,5.6,tt7110678,6.2,5.4,4.6,5.7,5.7,2.0,122.0
1044,5.3,tt7111402,5.3,5.0,5.6,5.2,5.4,50.0,413.0
126,6.3,tt7111818,7.3,6.1,7.3,6.7,6.0,9.0,71.0
1278,6.9,tt7112154,7.1,6.9,6.9,7.0,6.7,107.0,678.0
226,5.8,tt7112162,6.0,6.0,4.1,6.0,5.7,47.0,59.0
627,4.8,tt7115500,4.0,5.2,4.2,4.4,6.5,72.0,350.0
283,5.5,tt7115980,5.8,5.6,5.0,5.5,5.9,87.0,92.0
504,5.4,tt7116248,5.4,5.3,5.2,4.1,5.7,75.0,173.0
395,6.6,tt7117352,6.8,6.5,6.0,6.5,6.6,24.0,226.0
336,6.6,tt7117552,6.8,6.1,6.5,6.3,6.7,11.0,172.0
513,5.8,tt7117594,6.2,5.7,5.5,5.7,5.7,144.0,200.0
386,5.1,tt7117812,5.1,4.9,5.6,5.0,5.6,11.0,231.0
603,6.1,tt7117870,6.2,4.9,4.5,5.9,2.5,45.0,127.0
547,6.3,tt7120532,6.4,6.1,6.4,6.2,6.4,14.0,298.0
5373,7.3,tt7121252,7.4,7.2,7.2,7.2,7.5,186.0,2681.0
152,5.4,tt7121588,5.8,5.5,4.9,5.5,5.3,16.0,78.0
220,5.6,tt7121620,5.3,5.3,5.5,5.3,5.1,4.0,108.0
282,6.2,tt7122194,6.2,6.0,6.0,5.8,7.1,7.0,134.0
142,8.4,tt7122350,8.3,7.9,8.9,8.5,8.4,32.0,64.0
374,6.4,tt7124090,6.9,6.3,6.3,6.3,6.9,29.0,211.0
879,4.9,tt7124092,3.4,3.6,3.4,3.5,3.2,44.0,151.0
334,6.9,tt7125262,6.9,6.5,8.0,6.8,6.7,29.0,113.0
261,6.1,tt7125498,5.8,6.3,5.3,5.5,6.6,48.0,64.0
4648,7.6,tt7125774,7.5,7.5,7.6,7.6,7.6,115.0,2575.0
31263,7.2,tt7125860,7.4,7.0,6.9,7.2,7.1,5973.0,12641.0
321,6.1,tt7126386,6.3,6.1,6.3,6.2,5.7,8.0,184.0
190,4.0,tt7126758,3.5,4.5,3.3,4.0,3.9,13.0,72.0
485,5.1,tt7126776,5.5,5.0,5.1,5.1,5.6,102.0,199.0
434,7.7,tt7127344,7.8,7.2,6.4,7.4,8.0,104.0,92.0
515,5.5,tt7127652,5.2,4.8,3.1,5.3,5.1,35.0,174.0
2982,6.3,tt7127700,4.3,3.6,3.2,3.4,5.0,198.0,175.0
465,5.6,tt7128042,5.6,5.5,5.4,5.4,5.7,10.0,243.0
577,7.1,tt7128066,6.9,6.8,6.6,6.7,7.3,17.0,299.0
548,6.4,tt7128254,6.5,5.6,5.6,6.2,6.7,46.0,173.0
441,7.0,tt7128732,7.0,7.1,6.7,7.0,7.0,24.0,265.0
1537,6.3,tt7129926,6.2,6.3,6.4,6.2,6.3,23.0,792.0
990,6.0,tt7130192,2.3,6.5,3.9,5.5,6.7,288.0,586.0
228127,8.0,tt7131622,8.1,7.8,7.8,8.0,7.7,26875.0,83069.0
5973,6.0,tt7131870,6.2,6.0,5.9,6.0,6.3,698.0,2471.0
216,4.8,tt7132578,5.5,4.8,4.8,4.8,5.4,14.0,111.0
412,6.8,tt7133202,6.8,6.7,7.0,6.5,7.7,17.0,272.0
220,6.3,tt7133340,6.5,6.1,5.8,5.9,6.5,4.0,129.0
212,6.4,tt7133384,6.8,6.0,6.5,6.2,6.9,12.0,145.0
420,6.2,tt7133528,6.0,6.1,6.0,6.0,6.4,12.0,223.0
1388,7.2,tt7133554,7.3,7.2,6.6,7.1,7.2,42.0,797.0
11697,6.6,tt7133686,6.6,6.6,6.5,6.6,6.6,1336.0,4859.0
140,6.7,tt7134462,7.3,6.2,7.0,6.7,6.6,6.0,67.0
431,6.8,tt7134690,4.3,8.1,4.4,3.6,9.2,73.0,139.0
212,5.5,tt7135128,5.1,5.6,5.6,5.6,5.1,6.0,122.0
174,4.3,tt7136436,4.6,4.0,2.8,4.2,4.1,10.0,79.0
2028,5.8,tt7136736,3.0,3.0,2.3,2.8,2.4,131.0,1356.0
621,3.2,tt7136896,3.2,3.1,3.4,3.1,4.1,20.0,275.0
19084,6.2,tt7137380,6.3,6.1,6.1,6.2,6.2,2763.0,9021.0
11161,5.4,tt7137846,5.3,5.3,5.6,5.2,5.9,2531.0,3522.0
273,7.4,tt7138190,7.3,7.1,4.0,7.3,7.5,9.0,98.0
771,4.9,tt7138894,3.7,4.4,3.7,3.9,4.2,105.0,503.0
347,5.0,tt7139246,4.7,4.8,5.5,4.8,5.5,11.0,197.0
5120,6.9,tt7139936,7.0,6.8,7.1,6.9,6.9,164.0,2615.0
356,5.7,tt7141030,5.8,5.7,5.9,5.7,6.2,13.0,208.0
638,7.2,tt7142506,7.1,7.0,7.4,7.1,7.5,33.0,354.0
171,6.9,tt7142712,7.6,6.7,7.3,6.9,7.5,3.0,96.0
172,4.5,tt7144200,4.2,4.9,4.1,4.4,4.8,35.0,73.0
297,2.5,tt7144296,2.5,2.4,2.7,2.4,4.1,33.0,117.0
465,6.5,tt7146028,6.5,6.1,6.5,6.3,6.5,52.0,144.0
621,7.1,tt7146054,7.2,7.1,6.1,7.1,7.0,36.0,309.0
249,5.7,tt7146578,5.8,5.6,5.9,5.6,5.9,9.0,140.0
5872,6.8,tt7147540,6.8,6.6,6.5,6.7,7.1,505.0,1967.0
438,6.9,tt7148254,7.1,6.9,6.5,6.7,7.2,39.0,224.0
158,7.7,tt7149134,8.0,7.9,5.9,7.6,7.9,29.0,42.0
565,5.0,tt7149336,5.0,5.2,4.8,5.1,5.0,183.0,168.0
1523,4.4,tt7149916,4.4,4.4,4.6,4.4,4.7,182.0,628.0
181,5.7,tt7151438,6.0,5.9,5.4,6.0,5.8,38.0,46.0
157,7.7,tt7153418,7.6,6.5,7.5,7.8,6.2,14.0,38.0
34587,6.4,tt7153766,6.5,6.3,6.4,6.4,6.3,6106.0,14606.0
136,3.8,tt7154176,3.6,3.9,3.2,3.6,3.9,11.0,52.0
324,6.2,tt7154284,1.6,6.8,4.1,6.3,6.8,233.0,61.0
378,6.3,tt7155170,6.4,6.2,5.8,6.1,6.8,28.0,191.0
189,5.9,tt7155178,6.2,5.9,4.9,5.9,5.8,17.0,86.0
429,8.1,tt7155460,8.4,7.8,7.2,8.1,6.1,39.0,138.0
212,5.9,tt7155576,5.8,5.7,5.9,5.5,6.8,47.0,82.0
877,6.1,tt7156144,6.2,6.0,6.2,6.1,6.2,30.0,526.0
2384,6.8,tt7156222,7.0,6.7,6.5,6.7,6.9,91.0,1428.0
660,5.3,tt7156436,5.7,5.5,4.7,5.4,5.4,85.0,299.0
7638,6.9,tt7158430,6.9,6.9,6.7,6.9,6.9,1880.0,2844.0
382,5.6,tt7158514,5.8,5.0,5.0,5.4,6.1,14.0,145.0
626,7.3,tt7158582,7.2,7.3,7.3,7.3,7.5,48.0,376.0
960,5.1,tt7158686,5.7,4.9,4.8,4.9,5.7,25.0,553.0
112,5.0,tt7158736,4.5,5.1,5.0,5.0,5.5,3.0,67.0
123,3.0,tt7158904,1.6,3.1,2.5,2.6,1.9,19.0,44.0
2796,7.5,tt7159382,7.5,7.3,6.7,7.4,7.5,282.0,757.0
9871,7.3,tt7160070,7.4,7.2,6.9,7.2,7.6,761.0,4309.0
1271,6.8,tt7160176,7.1,6.7,6.6,6.8,7.0,106.0,639.0
279,5.4,tt7160394,6.2,5.1,4.9,4.9,6.3,9.0,156.0
1775,7.6,tt7161122,7.6,6.7,5.8,7.4,7.5,170.0,482.0
162,6.4,tt7161342,6.3,6.8,5.9,6.5,6.5,5.0,86.0
880,4.3,tt7162390,4.0,4.2,4.6,4.2,4.5,70.0,428.0
159,5.8,tt7162416,6.4,5.9,5.0,6.1,5.0,22.0,91.0
731,5.2,tt7162758,5.1,4.9,4.5,5.1,4.7,56.0,228.0
595,6.4,tt7163824,6.8,6.5,6.0,6.4,7.0,32.0,327.0
318,6.7,tt7164066,6.7,6.8,6.7,6.7,6.8,19.0,182.0
107,4.4,tt7165212,5.3,3.7,4.6,4.3,3.6,11.0,39.0
148,4.8,tt7165346,4.6,5.0,5.5,4.9,4.8,5.0,75.0
191,6.6,tt7165426,7.0,6.4,6.1,6.5,6.8,9.0,125.0
106,3.8,tt7165454,3.7,3.5,,3.7,1.0,4.0,36.0
134,5.5,tt7165808,5.4,5.4,5.6,4.9,6.0,48.0,29.0
542,4.1,tt7166042,4.2,3.8,3.7,4.1,4.0,49.0,184.0
193,6.7,tt7166214,4.8,5.7,,5.3,10.0,13.0,30.0
654,7.9,tt7166310,8.0,7.6,6.3,7.9,7.5,61.0,231.0
11430,6.7,tt7167630,6.8,6.6,6.6,6.7,6.6,1624.0,4788.0
8484,6.8,tt7167686,6.8,6.6,6.6,6.7,6.9,1108.0,3501.0
298,3.2,tt7169100,4.1,2.5,2.7,3.1,2.9,56.0,76.0
114,5.4,tt7169136,5.3,5.3,,5.3,5.3,16.0,28.0
426,6.7,tt7169514,6.5,6.7,6.9,6.6,7.4,20.0,253.0
395,6.5,tt7170698,6.6,6.4,6.5,6.4,6.7,3.0,238.0
16309,6.1,tt7170950,6.1,6.0,6.2,6.0,6.3,2601.0,6683.0
449,7.0,tt7172308,6.8,6.6,6.8,6.7,8.3,35.0,105.0
155,4.3,tt7172702,4.8,5.7,5.9,5.7,4.2,4.0,34.0
180,6.6,tt7173636,7.2,6.6,6.5,6.8,4.8,3.0,119.0
929,6.6,tt7175992,6.9,6.6,6.4,6.6,6.5,40.0,548.0
134,6.2,tt7176472,5.8,6.5,6.1,6.2,6.5,10.0,71.0
320,6.2,tt7177156,6.8,6.0,6.5,6.3,6.5,20.0,181.0
109,5.4,tt7177250,2.7,4.4,7.7,4.6,9.9,59.0,14.0
578,6.2,tt7177720,6.2,6.2,5.8,6.0,6.4,19.0,297.0
157,4.7,tt7178102,5.2,4.6,4.2,4.4,5.0,40.0,54.0
262,5.8,tt7179474,5.9,5.4,3.6,5.7,6.9,17.0,99.0
865,7.3,tt7179714,7.4,7.0,4.7,7.2,6.7,69.0,279.0
2981,7.7,tt7179784,7.8,7.2,4.6,7.6,7.6,224.0,940.0
356,6.1,tt7180392,6.2,6.1,5.7,6.0,5.8,37.0,201.0
5455,8.1,tt7180544,8.2,7.8,7.2,8.0,7.3,376.0,1921.0
2966,7.0,tt7183578,7.1,6.9,6.7,6.9,7.0,299.0,1460.0
459,6.6,tt7184124,7.1,6.7,6.1,6.4,7.3,121.0,182.0
445,3.8,tt7185492,4.0,4.4,3.6,4.1,5.2,25.0,193.0
255,6.7,tt7186036,6.5,6.9,6.4,6.5,7.3,13.0,142.0
1165,6.8,tt7186092,6.7,6.8,6.6,6.7,6.8,100.0,611.0
464,6.2,tt7188002,6.3,5.9,6.0,6.0,6.0,26.0,199.0
191,2.4,tt7188250,2.9,2.2,2.0,2.3,3.5,10.0,86.0
458,4.4,tt7188742,4.4,4.1,4.2,4.4,1.0,45.0,100.0
1377,5.3,tt7188978,5.4,5.4,5.3,5.3,5.5,321.0,510.0
279,6.2,tt7189324,6.1,6.1,6.4,6.1,6.8,13.0,186.0
408,7.2,tt7189558,7.0,7.0,9.0,7.0,7.1,38.0,118.0
187,4.8,tt7190418,5.0,4.5,4.9,4.5,6.9,1.0,107.0
2928,7.5,tt7190460,7.6,7.2,6.1,7.5,7.4,223.0,994.0
215,7.2,tt7191668,9.4,4.0,8.6,6.8,9.4,38.0,27.0
178,7.1,tt7194618,7.1,7.0,8.7,7.2,6.7,9.0,78.0
334,5.6,tt7195416,6.0,5.4,5.4,5.3,6.3,7.0,184.0
152,5.4,tt7197298,5.7,5.1,5.6,5.5,5.4,44.0,50.0
164,5.5,tt7197544,6.2,5.2,4.2,5.4,4.6,19.0,97.0
382,5.4,tt7199796,5.7,5.3,5.3,5.3,5.5,10.0,209.0
874,6.8,tt7200076,2.6,8.1,5.3,6.4,8.5,369.0,336.0
262,7.1,tt7200370,7.4,7.1,6.6,7.2,7.2,28.0,162.0
5997,4.9,tt7200946,5.0,4.8,4.9,5.0,4.6,289.0,2361.0
178,5.1,tt7201558,4.8,4.8,6.2,4.9,4.8,3.0,95.0
487,8.4,tt7201744,8.2,4.1,6.7,4.6,5.3,7.0,9.0
1339,7.4,tt7201846,7.5,7.3,7.5,7.4,7.8,67.0,709.0
117,6.7,tt7202976,7.6,6.2,3.5,6.2,7.0,16.0,34.0
877,4.3,tt7203412,4.1,4.3,5.4,4.2,4.9,38.0,334.0
375,6.3,tt7203520,6.4,6.4,6.3,6.4,6.3,16.0,215.0
814,6.6,tt7204006,6.8,6.5,6.6,6.6,6.9,17.0,443.0
6602,7.0,tt7204348,7.3,6.9,6.8,6.9,7.3,314.0,3409.0
1666,7.2,tt7205208,7.4,7.1,6.9,7.1,7.3,188.0,878.0
332,4.5,tt7205316,4.4,4.3,4.8,4.4,4.7,14.0,179.0
778,5.9,tt7205630,6.0,5.9,5.9,5.9,5.8,26.0,457.0
387,7.5,tt7205778,7.6,7.5,6.9,7.5,7.5,17.0,200.0
357,5.7,tt7205938,5.8,5.7,5.6,5.6,5.8,11.0,198.0
1065,7.4,tt7205942,7.3,7.4,7.4,7.4,7.6,22.0,630.0
112,6.4,tt7206474,5.5,6.5,6.3,6.3,5.9,1.0,72.0
189,5.7,tt7207156,6.1,5.5,5.4,5.6,6.7,20.0,72.0
385,3.6,tt7207398,3.1,3.1,2.5,2.8,3.0,49.0,78.0
162,4.2,tt7207478,5.2,3.8,3.4,3.6,5.0,40.0,56.0
3458,5.3,tt7208564,5.4,5.3,5.2,5.2,5.6,855.0,1304.0
300,4.7,tt7208648,4.9,4.3,5.1,4.6,6.6,22.0,103.0
484,4.6,tt7209350,4.8,4.2,4.6,4.7,3.4,175.0,187.0
5036,7.1,tt7209510,6.0,7.2,5.9,6.6,8.2,496.0,2345.0
220,6.7,tt7210252,6.8,6.7,6.9,6.8,6.7,16.0,126.0
643,7.1,tt7210426,7.4,7.0,7.3,7.1,7.4,19.0,390.0
15858,6.3,tt7212726,5.5,6.6,6.5,5.9,7.7,1563.0,5053.0
730,7.5,tt7213362,6.0,1.0,,3.8,9.0,,4.0
3518,7.4,tt7213936,7.7,7.3,7.3,7.3,7.7,193.0,1778.0
158,4.9,tt7214028,6.4,4.8,2.6,3.5,5.9,23.0,25.0
896,4.1,tt7214470,3.8,4.1,4.0,4.1,3.9,37.0,437.0
249,7.0,tt7215548,7.1,7.0,7.0,7.0,7.2,17.0,139.0
