total_votes,weighted_average_vote,imdb_title_id,allgenders_18age_avg_vote,allgenders_30age_avg_vote,allgenders_45age_avg_vote,males_allages_avg_vote,females_allages_avg_vote,us_voters_votes,non_us_voters_votes
537,6.1,tt0000574,6.2,5.9,6.4,6.1,6.1,89.0,309.0
171,5.9,tt0001892,5.7,6.0,6.3,6.0,5.7,27.0,114.0
420,5.2,tt0002101,4.6,5.1,5.3,5.0,5.8,197.0,103.0
2019,7.0,tt0002130,7.0,7.0,7.1,7.0,7.2,452.0,1076.0
438,5.7,tt0002199,5.7,5.6,5.9,5.8,5.4,161.0,164.0
709,6.8,tt0002423,6.5,6.6,7.0,6.7,7.4,133.0,428.0
241,6.2,tt0002445,5.9,6.3,6.2,6.2,6.1,37.0,140.0
187,6.7,tt0002452,7.2,6.7,6.6,6.7,6.7,23.0,131.0
211,5.5,tt0002461,5.1,5.5,5.8,5.5,6.5,102.0,66.0
310,6.7,tt0002646,6.2,6.7,7.0,6.6,7.0,65.0,169.0
1853,7.0,tt0002844,6.9,6.9,7.2,6.9,7.5,549.0,978.0
888,7.1,tt0003014,7.0,7.0,7.2,7.0,7.5,202.0,489.0
1295,7.0,tt0003037,6.8,6.9,7.1,6.9,7.2,384.0,688.0
112,6.7,tt0003131,6.2,6.6,7.3,6.7,6.3,9.0,76.0
1000,7.0,tt0003165,6.8,6.9,7.2,6.9,7.5,300.0,541.0
170,5.7,tt0003167,5.4,5.4,5.8,5.6,5.6,52.0,70.0
1645,6.5,tt0003419,6.5,6.5,6.5,6.5,6.7,338.0,921.0
527,6.1,tt0003471,5.5,5.8,6.4,6.0,6.4,243.0,173.0
458,6.2,tt0003489,6.0,5.9,6.5,6.2,6.1,153.0,189.0
357,6.5,tt0003637,6.3,6.2,6.8,6.4,7.0,73.0,203.0
1050,6.5,tt0003643,6.4,6.4,6.6,6.5,6.9,576.0,321.0
121,6.6,tt0003657,6.8,5.7,6.9,6.6,6.5,46.0,47.0
2838,7.1,tt0003740,7.0,7.0,7.3,7.1,6.9,1002.0,1216.0
908,6.1,tt0003772,6.0,6.1,6.1,6.0,6.4,587.0,229.0
279,7.6,tt0003883,7.1,7.4,7.7,7.5,7.7,82.0,154.0
1112,7.0,tt0003930,6.8,6.9,7.0,6.9,7.4,332.0,601.0
885,6.9,tt0003952,6.8,6.7,7.1,6.8,7.6,264.0,476.0
181,5.9,tt0003973,5.7,5.5,6.3,5.8,6.2,71.0,65.0
1008,6.8,tt0004026,6.3,6.7,7.2,6.8,6.4,413.0,356.0
449,7.0,tt0004066,6.5,7.0,7.2,7.0,7.2,93.0,259.0
398,5.2,tt0004099,5.1,5.1,5.4,5.4,4.1,194.0,132.0
429,6.6,tt0004134,6.3,6.5,6.8,6.5,7.2,208.0,130.0
378,5.9,tt0004150,6.0,5.6,6.2,5.8,6.6,143.0,161.0
1195,6.1,tt0004181,6.3,6.3,5.8,6.2,5.8,582.0,415.0
354,5.5,tt0004457,4.9,5.3,6.1,5.5,5.3,165.0,111.0
921,6.4,tt0004465,5.8,6.4,6.4,6.3,6.5,581.0,234.0
802,5.8,tt0004635,5.8,5.5,6.1,5.8,6.0,455.0,211.0
154,6.3,tt0004681,5.9,5.8,6.8,6.2,6.4,58.0,66.0
3164,6.3,tt0004707,6.2,6.2,6.5,6.3,6.6,1529.0,1025.0
157,6.3,tt0004712,6.7,6.3,6.2,6.3,6.9,14.0,104.0
160,5.6,tt0004766,5.7,5.3,5.7,5.5,5.9,53.0,67.0
209,6.6,tt0004825,6.9,6.4,6.8,6.6,6.2,78.0,105.0
130,5.7,tt0004838,5.5,5.4,6.2,5.7,5.8,39.0,65.0
196,6.7,tt0004872,6.4,6.7,6.9,6.7,6.9,96.0,58.0
347,6.2,tt0004873,6.4,5.9,6.5,6.1,6.6,92.0,167.0
20885,6.4,tt0004972,6.2,6.4,6.8,6.5,5.8,7233.0,7837.0
859,6.4,tt0005060,6.3,6.4,6.3,6.4,6.3,419.0,291.0
2217,6.6,tt0005078,6.4,6.5,7.0,6.6,6.9,978.0,734.0
218,6.1,tt0005149,7.2,5.5,6.2,6.1,5.9,123.0,53.0
728,5.8,tt0005339,5.6,5.8,6.0,5.8,6.1,267.0,291.0
172,6.5,tt0005402,6.0,5.8,6.8,6.5,6.6,77.0,60.0
242,6.9,tt0005529,6.8,6.7,7.0,6.7,7.6,53.0,147.0
270,6.6,tt0005557,6.6,6.4,6.8,6.7,6.4,103.0,104.0
124,5.7,tt0005719,5.0,4.9,6.1,5.7,5.1,56.0,41.0
300,6.1,tt0005809,7.6,6.5,4.5,6.2,2.3,148.0,82.0
751,7.0,tt0005916,6.9,6.9,7.1,6.9,7.5,259.0,348.0
535,6.9,tt0005951,6.9,6.8,6.8,6.8,7.1,82.0,331.0
1047,6.9,tt0005960,6.6,6.8,7.1,6.8,7.2,351.0,465.0
3936,7.3,tt0006206,7.1,7.3,7.4,7.3,7.2,1317.0,1839.0
143,6.0,tt0006327,6.0,5.5,6.1,5.8,6.8,68.0,42.0
1440,6.2,tt0006333,6.0,6.3,6.2,6.2,6.5,625.0,483.0
554,4.6,tt0006509,4.4,4.8,4.5,5.0,3.6,476.0,51.0
256,6.0,tt0006517,5.5,6.0,6.3,6.1,5.7,66.0,125.0
111,6.8,tt0006589,6.6,6.8,6.7,6.7,7.1,51.0,46.0
186,6.1,tt0006617,4.8,6.2,6.3,6.1,6.9,27.0,107.0
132,6.3,tt0006688,5.3,6.3,6.8,6.4,6.5,47.0,61.0
603,5.3,tt0006731,5.1,5.7,5.3,5.8,4.0,477.0,91.0
122,6.6,tt0006736,6.0,6.4,6.9,6.6,6.4,55.0,44.0
469,5.8,tt0006745,5.9,6.1,5.7,6.2,4.3,352.0,69.0
126,6.6,tt0006753,5.3,6.7,6.5,6.5,6.8,67.0,36.0
789,6.8,tt0006780,6.5,6.6,6.9,6.7,7.4,318.0,280.0
114,6.0,tt0006809,6.1,6.2,5.9,5.9,6.7,47.0,43.0
826,5.6,tt0006826,5.3,5.6,5.8,5.8,4.8,620.0,131.0
13116,7.8,tt0006864,7.9,7.7,7.8,7.8,7.5,4150.0,5657.0
814,7.4,tt0006886,7.3,7.3,7.5,7.3,8.0,411.0,260.0
560,6.0,tt0007047,6.0,5.9,6.4,6.2,5.8,455.0,68.0
578,7.0,tt0007183,7.0,6.9,7.0,6.9,7.6,129.0,327.0
553,4.8,tt0007257,4.9,4.9,5.3,5.2,4.5,462.0,58.0
128,6.6,tt0007260,6.4,6.2,6.9,6.5,7.0,44.0,59.0
163,5.6,tt0007309,5.6,5.4,6.1,5.6,6.1,36.0,95.0
290,6.5,tt0007338,6.2,6.3,6.5,6.4,6.5,153.0,77.0
182,6.6,tt0007340,7.3,6.5,6.4,6.6,7.2,37.0,94.0
333,6.3,tt0007361,6.2,6.2,6.6,6.2,6.8,162.0,99.0
498,5.3,tt0007367,4.9,5.6,5.3,5.5,5.1,399.0,63.0
544,6.4,tt0007558,6.1,5.7,6.7,6.2,6.8,261.0,159.0
236,5.8,tt0007610,6.7,5.8,5.6,5.8,5.8,120.0,54.0
434,6.0,tt0007755,6.3,6.0,6.0,6.0,5.8,154.0,194.0
291,6.5,tt0007801,5.9,6.7,6.7,6.4,6.9,132.0,102.0
110,6.3,tt0007983,6.0,6.4,6.5,6.3,6.1,23.0,64.0
122,6.2,tt0008011,4.6,6.2,6.4,6.0,8.0,53.0,40.0
552,6.6,tt0008100,6.3,6.6,6.7,6.6,6.8,94.0,335.0
474,6.6,tt0008150,6.7,6.4,6.6,6.5,6.9,157.0,200.0
581,5.8,tt0008188,4.9,6.1,6.1,6.1,5.0,394.0,126.0
623,5.8,tt0008196,5.4,6.1,5.9,5.9,5.5,413.0,141.0
250,6.7,tt0008309,7.2,6.7,6.8,6.7,6.8,134.0,81.0
425,7.2,tt0008395,7.0,7.1,7.4,7.1,7.8,96.0,237.0
1224,6.7,tt0008443,6.7,6.6,6.7,6.6,6.9,644.0,394.0
116,6.5,tt0008489,6.0,6.1,6.8,6.4,6.0,26.0,55.0
743,6.2,tt0008499,5.8,6.4,5.9,6.2,6.0,424.0,229.0
712,5.7,tt0008519,5.4,6.0,5.7,5.9,4.9,504.0,138.0
136,6.9,tt0008536,7.1,6.9,6.7,6.8,7.7,18.0,85.0
335,6.2,tt0008634,6.2,6.2,6.4,6.3,6.8,82.0,182.0
1384,7.4,tt0008663,7.4,7.4,7.3,7.4,7.3,396.0,736.0
175,6.2,tt0008672,5.4,5.7,6.9,6.1,7.2,39.0,100.0
479,4.8,tt0008679,4.6,5.0,4.6,5.0,3.6,367.0,54.0
132,6.2,tt0008687,5.1,6.5,6.5,6.3,4.9,44.0,48.0
138,6.7,tt0008710,6.0,6.3,7.1,6.7,6.8,30.0,78.0
537,6.5,tt0008775,6.2,6.3,6.8,6.5,6.7,345.0,133.0
730,5.9,tt0008827,5.8,6.0,5.8,6.0,5.3,487.0,145.0
114,6.0,tt0008843,6.3,5.7,6.0,5.9,6.4,9.0,85.0
533,5.5,tt0008854,5.0,5.5,5.6,5.4,6.2,172.0,211.0
1411,7.3,tt0008879,7.2,7.2,7.3,7.2,7.4,486.0,656.0
739,7.0,tt0008891,6.7,6.9,7.2,6.9,7.9,303.0,303.0
247,6.1,tt0008950,5.7,5.9,6.3,6.1,5.9,70.0,133.0
116,6.0,tt0009014,6.2,6.4,5.7,6.0,5.9,27.0,71.0
496,6.2,tt0009062,6.3,6.0,6.4,6.1,6.7,220.0,185.0
270,5.4,tt0009086,4.3,5.3,5.9,5.7,4.6,192.0,53.0
872,6.4,tt0009150,6.5,6.4,6.5,6.5,6.1,450.0,262.0
588,5.2,tt0009241,4.8,5.5,5.5,5.6,4.5,478.0,69.0
111,6.6,tt0009326,6.0,6.2,7.0,6.5,7.4,51.0,38.0
607,5.3,tt0009356,4.6,5.0,5.5,5.3,5.3,482.0,73.0
1038,5.9,tt0009369,5.6,6.0,5.9,6.0,5.7,717.0,200.0
162,6.5,tt0009440,6.6,6.2,6.7,6.5,6.5,63.0,72.0
470,4.4,tt0009475,3.3,4.6,5.1,4.9,3.5,393.0,46.0
316,6.1,tt0009559,6.1,6.2,6.0,6.2,5.6,138.0,112.0
684,5.2,tt0009608,4.3,5.8,4.9,5.3,4.5,509.0,120.0
5411,7.3,tt0009611,7.3,7.3,7.3,7.3,7.4,1643.0,2492.0
1323,6.7,tt0009652,6.6,6.7,6.6,6.7,6.7,747.0,362.0
631,5.7,tt0009682,4.9,5.4,6.2,5.8,5.3,218.0,267.0
295,7.0,tt0009701,7.4,7.3,6.6,7.0,7.6,85.0,127.0
243,6.9,tt0009796,7.3,6.8,6.9,6.8,7.8,98.0,97.0
1050,7.0,tt0009878,7.1,6.9,7.0,6.9,7.4,299.0,518.0
941,5.9,tt0009892,5.4,5.3,6.9,5.5,8.1,112.0,347.0
1544,7.2,tt0009893,7.2,7.2,7.3,7.2,7.6,451.0,817.0
149,7.1,tt0009894,7.3,6.8,6.8,6.9,7.0,18.0,88.0
824,6.3,tt0009900,5.7,6.3,6.4,6.3,5.8,507.0,213.0
141,7.1,tt0009915,7.9,7.2,6.8,7.0,7.5,44.0,67.0
1269,7.0,tt0009937,6.9,7.0,7.1,7.0,6.9,427.0,604.0
8777,7.4,tt0009968,7.3,7.3,7.5,7.3,7.4,2981.0,3684.0
622,5.7,tt0009976,4.3,5.9,5.9,5.9,4.8,467.0,79.0
1284,6.5,tt0010040,6.8,6.6,6.5,6.5,6.9,755.0,331.0
801,6.0,tt0010060,6.2,6.2,5.9,6.1,5.5,555.0,151.0
1103,6.7,tt0010071,6.4,6.7,6.7,6.7,6.8,697.0,264.0
635,5.4,tt0010103,4.5,5.6,5.6,5.6,4.9,511.0,77.0
691,5.4,tt0010137,5.6,6.2,5.0,5.6,4.6,506.0,114.0
187,6.6,tt0010162,6.2,7.1,4.9,5.7,6.6,47.0,34.0
653,5.8,tt0010193,6.2,5.7,5.7,5.9,5.3,447.0,133.0
242,6.9,tt0010195,6.3,6.7,7.0,6.8,6.8,144.0,53.0
517,5.6,tt0010208,5.1,5.5,6.0,5.6,6.0,153.0,255.0
362,3.9,tt0010219,4.7,4.3,3.6,4.0,3.7,285.0,55.0
499,5.7,tt0010227,4.2,6.1,5.8,6.0,4.7,370.0,84.0
1117,7.3,tt0010247,7.0,7.2,7.4,7.2,7.0,292.0,601.0
906,6.7,tt0010267,6.5,6.6,7.0,6.7,7.2,654.0,163.0
1157,6.9,tt0010281,6.9,6.9,6.9,6.9,7.2,279.0,642.0
1303,7.7,tt0010307,7.7,7.8,7.6,7.7,7.8,499.0,552.0
51644,8.1,tt0010323,8.1,8.1,8.0,8.1,8.1,12670.0,23911.0
1671,7.0,tt0010418,6.5,7.0,7.2,6.9,7.2,889.0,485.0
162,6.0,tt0010456,6.0,6.0,6.0,6.0,6.1,31.0,94.0
142,6.7,tt0010466,4.0,6.6,7.3,6.7,7.2,95.0,26.0
160,6.9,tt0010484,6.1,7.1,6.8,7.0,5.3,56.0,65.0
112,6.4,tt0010559,6.2,6.4,6.2,6.3,5.5,19.0,68.0
733,6.6,tt0010598,6.4,6.6,6.6,6.6,6.7,225.0,359.0
1539,7.4,tt0010600,7.3,7.4,7.3,7.3,7.6,442.0,831.0
587,5.2,tt0010635,4.1,5.4,5.3,5.5,3.8,466.0,80.0
410,5.0,tt0010662,4.4,5.0,5.1,5.0,4.6,295.0,84.0
225,6.3,tt0010680,5.6,6.0,7.0,6.3,6.7,68.0,109.0
980,6.7,tt0010726,6.4,6.6,6.9,6.6,7.0,349.0,417.0
134,6.9,tt0010755,6.8,6.8,6.9,6.8,7.3,15.0,96.0
1519,7.0,tt0010806,7.2,7.0,6.9,7.0,7.1,613.0,638.0
400,6.6,tt0010821,6.7,6.5,6.6,6.5,7.2,135.0,184.0
308,6.6,tt0010844,6.7,6.3,6.8,6.6,6.6,155.0,105.0
115,6.9,tt0010853,6.3,6.8,7.2,6.9,7.3,39.0,57.0
741,6.9,tt0010879,6.7,7.1,6.8,6.8,7.0,456.0,175.0
310,6.5,tt0010890,5.8,6.3,6.7,6.4,6.6,135.0,129.0
713,5.6,tt0010925,5.6,5.5,5.7,5.7,5.5,618.0,59.0
121,6.3,tt0010953,6.1,6.4,6.0,6.2,7.1,19.0,69.0
533,6.5,tt0010962,6.6,6.5,6.6,6.5,7.1,136.0,291.0
296,6.7,tt0010969,6.5,6.6,6.9,6.7,6.5,70.0,179.0
1034,6.7,tt0011000,6.9,6.7,6.7,6.7,7.1,328.0,475.0
4477,7.0,tt0011130,6.9,7.0,7.1,7.0,7.1,1666.0,1732.0
116,5.4,tt0011131,5.1,5.7,5.1,5.4,3.6,50.0,35.0
674,6.6,tt0011157,5.9,6.6,6.7,6.5,6.9,147.0,385.0
112,6.3,tt0011173,6.7,6.3,6.1,6.4,6.6,16.0,79.0
271,6.6,tt0011193,6.5,6.6,6.6,6.5,6.8,112.0,93.0
277,6.4,tt0011217,6.5,6.3,6.6,6.3,7.2,52.0,158.0
791,6.0,tt0011221,5.7,5.8,6.2,5.9,6.3,177.0,403.0
5933,7.2,tt0011237,7.0,7.1,7.2,7.1,7.1,1461.0,3058.0
244,5.1,tt0011267,4.3,4.9,5.3,5.1,4.9,160.0,32.0
145,7.1,tt0011294,7.1,6.9,7.1,7.0,7.2,20.0,101.0
176,7.0,tt0011302,7.1,6.9,6.9,6.8,7.5,32.0,113.0
121,6.3,tt0011317,6.2,6.6,6.4,6.4,6.7,42.0,43.0
310,6.7,tt0011358,6.3,6.7,6.7,6.7,6.7,114.0,134.0
111,6.1,tt0011369,10.0,8.4,4.2,4.0,6.5,33.0,31.0
297,6.9,tt0011370,7.3,6.9,6.5,6.7,8.0,60.0,175.0
245,6.7,tt0011371,6.7,6.8,6.9,6.7,8.1,32.0,167.0
1051,6.7,tt0011387,6.6,6.6,6.8,6.7,6.6,419.0,404.0
130,5.0,tt0011414,5.7,6.1,4.3,4.5,6.0,85.0,35.0
2020,7.1,tt0011439,6.9,7.0,7.2,7.1,7.1,765.0,733.0
184,6.6,tt0011440,6.0,6.6,6.9,6.7,6.4,13.0,128.0
113,6.7,tt0011474,6.4,7.2,7.0,6.9,6.3,46.0,41.0
175,5.7,tt0011513,6.3,5.7,5.7,5.7,5.7,88.0,53.0
1898,7.4,tt0011565,7.3,7.4,7.4,7.4,7.5,772.0,728.0
321,6.6,tt0011588,6.8,6.4,6.7,6.5,6.9,119.0,132.0
975,7.2,tt0011607,7.2,7.2,7.2,7.2,7.5,285.0,454.0
143,6.5,tt0011641,6.2,6.3,6.8,6.4,6.8,26.0,81.0
121,5.6,tt0011647,5.7,5.6,5.7,5.6,6.1,70.0,32.0
1337,6.2,tt0011652,6.1,6.1,6.3,6.1,6.6,423.0,571.0
253,6.1,tt0011679,4.7,6.0,6.4,6.0,6.3,62.0,85.0
563,5.4,tt0011716,5.9,6.7,4.7,5.6,3.4,434.0,73.0
715,6.5,tt0011723,6.2,6.3,6.8,6.4,7.2,225.0,327.0
199,6.3,tt0011741,5.9,6.0,6.6,6.2,6.4,93.0,68.0
584,6.1,tt0011742,5.8,6.2,6.1,6.0,7.1,138.0,334.0
152,5.5,tt0011753,3.2,5.6,5.6,5.5,4.0,62.0,61.0
178,6.5,tt0011779,6.6,6.0,7.1,6.5,7.2,67.0,62.0
384,6.9,tt0011833,7.0,7.0,6.5,6.9,6.5,63.0,237.0
330,6.1,tt0011837,6.2,6.0,6.3,6.1,6.9,59.0,190.0
4734,7.5,tt0011841,7.5,7.3,7.5,7.4,7.5,1979.0,1759.0
1295,6.7,tt0011865,6.6,6.9,6.7,6.7,6.7,810.0,309.0
2019,6.3,tt0011870,6.2,6.3,6.4,6.3,6.4,713.0,833.0
1003,6.8,tt0011904,6.9,6.9,6.7,6.8,6.8,517.0,268.0
1191,6.6,tt0011909,6.7,6.8,6.4,6.6,6.5,796.0,238.0
337,7.0,tt0011948,7.6,6.9,7.0,7.0,7.3,69.0,192.0
973,7.0,tt0011960,6.7,7.0,6.9,6.9,7.3,276.0,513.0
436,6.8,tt0011979,6.5,6.5,7.1,6.8,6.6,246.0,108.0
167,6.4,tt0012016,6.4,7.3,4.3,5.5,5.8,33.0,33.0
844,6.6,tt0012027,6.6,6.6,6.6,6.5,7.0,340.0,308.0
393,6.8,tt0012068,6.8,6.6,6.9,6.7,7.0,174.0,124.0
118,5.6,tt0012122,4.7,5.4,5.9,5.5,4.9,35.0,60.0
114,6.4,tt0012125,5.8,6.2,6.3,6.2,7.5,61.0,13.0
338,7.0,tt0012134,7.3,7.1,6.8,6.8,8.2,65.0,203.0
258,6.4,tt0012136,5.9,5.8,6.0,5.9,6.1,112.0,33.0
100,6.6,tt0012187,5.7,6.3,6.8,6.6,6.7,33.0,52.0
2935,7.2,tt0012190,6.9,7.1,7.3,7.1,7.3,1486.0,919.0
358,7.0,tt0012249,7.3,7.1,6.6,6.9,7.6,52.0,216.0
190,6.8,tt0012281,6.0,6.8,6.9,6.8,6.7,37.0,114.0
276,6.8,tt0012313,6.5,6.7,6.9,6.8,7.5,88.0,103.0
229,6.7,tt0012314,6.3,6.7,6.8,6.7,5.9,75.0,94.0
197,6.9,tt0012334,6.8,7.0,7.0,6.9,6.6,21.0,136.0
101619,8.3,tt0012349,8.4,8.3,8.3,8.3,8.4,15195.0,47813.0
9322,8.1,tt0012364,8.2,8.0,7.9,8.1,8.0,2204.0,4943.0
258,6.1,tt0012382,5.4,5.9,6.4,6.0,6.4,156.0,50.0
262,6.7,tt0012397,6.0,7.3,6.3,6.6,6.9,106.0,100.0
330,6.5,tt0012408,7.7,6.6,6.4,6.5,6.7,165.0,76.0
286,7.0,tt0012465,6.5,6.8,7.3,7.0,7.3,121.0,104.0
230,6.2,tt0012486,5.8,6.0,6.6,6.1,7.1,58.0,114.0
4695,7.7,tt0012494,7.8,7.7,7.7,7.7,7.9,1185.0,2326.0
194,6.5,tt0012513,5.9,6.5,6.7,6.5,6.6,73.0,83.0
4475,7.4,tt0012532,7.3,7.3,7.5,7.3,7.5,1924.0,1708.0
441,6.6,tt0012538,6.7,6.5,6.7,6.5,7.4,157.0,190.0
119,6.7,tt0012631,6.2,6.7,7.0,6.8,6.4,24.0,65.0
901,7.0,tt0012642,7.0,7.0,6.9,6.9,7.3,336.0,377.0
114,6.8,tt0012645,7.0,6.7,6.9,6.8,6.4,31.0,68.0
199,6.4,tt0012650,5.5,6.3,6.8,6.3,6.2,22.0,141.0
1273,6.3,tt0012651,6.3,6.2,6.2,6.2,6.4,298.0,691.0
2958,6.4,tt0012675,6.1,6.3,6.5,6.2,7.0,1528.0,866.0
130,6.9,tt0012745,7.0,6.8,6.9,6.8,7.8,65.0,35.0
800,6.9,tt0012752,6.5,6.8,7.1,6.9,7.0,299.0,306.0
150,6.8,tt0012755,6.0,7.0,6.8,6.7,7.4,68.0,55.0
1685,6.8,tt0012763,7.1,6.9,6.7,6.9,6.9,947.0,500.0
125,5.9,tt0012769,6.1,5.7,5.9,5.9,4.3,68.0,19.0
298,6.2,tt0012806,6.3,6.0,6.6,6.1,7.8,81.0,155.0
706,6.0,tt0012928,6.6,6.3,5.3,5.9,5.5,469.0,101.0
2189,6.8,tt0012938,6.9,6.9,6.6,6.7,6.9,1196.0,633.0
1179,6.4,tt0012952,6.3,6.3,6.5,6.4,6.6,518.0,422.0
535,6.9,tt0012973,7.1,7.0,6.8,6.9,7.4,95.0,303.0
243,6.2,tt0012975,6.0,6.2,5.6,5.8,5.7,100.0,26.0
328,7.1,tt0013033,7.4,6.7,7.4,7.1,7.2,100.0,160.0
317,6.3,tt0013059,6.2,6.4,6.4,6.3,6.9,63.0,182.0
1139,7.1,tt0013075,7.2,7.2,7.0,7.0,7.6,421.0,483.0
319,6.2,tt0013085,5.2,5.9,6.3,6.1,5.7,139.0,83.0
6839,7.9,tt0013086,7.9,7.9,7.9,7.9,7.8,1625.0,3658.0
107,6.4,tt0013122,6.3,6.7,6.4,6.5,6.1,12.0,81.0
136,6.3,tt0013134,6.2,6.3,6.2,6.1,7.0,55.0,57.0
2777,7.1,tt0013140,7.0,7.0,7.2,7.1,6.9,667.0,1477.0
331,6.5,tt0013169,6.4,6.4,6.4,6.4,7.2,45.0,216.0
1543,7.0,tt0013201,7.1,7.0,7.0,7.0,7.5,579.0,634.0
207,4.9,tt0013223,4.5,4.8,5.2,5.0,4.7,95.0,68.0
254,6.7,tt0013332,6.9,6.7,6.9,6.8,7.1,113.0,74.0
192,5.5,tt0013367,5.1,5.7,5.4,5.6,4.6,99.0,55.0
395,6.2,tt0013372,6.9,6.5,6.0,6.3,6.4,192.0,132.0
270,6.7,tt0013386,7.0,6.5,6.7,6.6,6.7,70.0,133.0
310,6.7,tt0013402,6.0,7.0,6.5,6.9,5.4,199.0,62.0
297,6.5,tt0013404,6.5,6.2,6.6,6.3,7.1,163.0,63.0
105,6.9,tt0013428,6.8,6.6,7.3,6.9,7.1,10.0,74.0
82873,7.9,tt0013442,7.8,7.9,8.1,7.9,7.9,20564.0,38390.0
676,6.7,tt0013450,6.3,6.5,6.9,6.7,6.8,306.0,226.0
225,6.4,tt0013469,6.4,6.0,6.6,6.4,6.3,103.0,69.0
1436,6.9,tt0013496,7.1,6.9,6.8,6.8,7.4,407.0,725.0
419,6.7,tt0013515,6.2,6.6,6.7,6.7,6.4,176.0,141.0
1886,7.2,tt0013556,7.1,7.1,7.3,7.2,7.2,748.0,755.0
765,6.6,tt0013571,6.8,6.6,6.5,6.6,6.7,254.0,347.0
787,6.9,tt0013579,7.1,6.9,6.6,6.8,7.3,215.0,403.0
345,6.3,tt0013592,5.9,6.1,6.5,6.2,6.8,142.0,124.0
526,5.8,tt0013597,5.6,5.8,5.9,5.8,5.9,260.0,153.0
140,5.8,tt0013607,5.4,5.2,6.3,5.8,4.7,49.0,62.0
159,6.0,tt0013619,6.1,6.1,6.2,6.2,6.2,25.0,94.0
1853,6.7,tt0013626,6.6,6.7,6.8,6.6,6.9,350.0,1094.0
397,6.9,tt0013662,7.3,6.9,6.6,6.8,7.5,184.0,120.0
472,7.0,tt0013674,7.1,7.0,6.8,7.0,6.5,61.0,308.0
609,6.6,tt0013688,6.4,6.4,6.8,6.5,6.9,276.0,189.0
108,6.1,tt0013704,5.4,6.0,6.0,5.9,6.5,53.0,35.0
130,5.7,tt0013705,5.9,5.6,6.1,5.7,6.0,82.0,21.0
422,6.6,tt0013741,6.8,6.6,6.6,6.6,6.6,149.0,207.0
955,6.4,tt0013750,7.1,6.6,5.8,6.2,6.4,657.0,138.0
351,6.4,tt0013802,5.7,6.5,6.5,6.2,6.8,227.0,60.0
107,6.8,tt0013830,6.9,6.8,6.7,6.6,7.3,17.0,66.0
308,5.4,tt0013909,6.0,5.6,4.8,5.4,3.9,214.0,65.0
1016,7.6,tt0013933,7.5,7.7,7.4,7.6,7.6,160.0,623.0
470,6.5,tt0013951,5.8,6.5,6.9,6.6,6.3,150.0,218.0
1041,6.6,tt0014029,6.5,6.6,6.6,6.6,6.4,686.0,191.0
136,6.9,tt0014108,6.7,6.9,7.0,6.9,6.8,27.0,86.0
1022,7.1,tt0014109,6.9,7.1,7.1,7.0,7.4,260.0,525.0
104,5.6,tt0014112,6.0,5.4,5.6,5.6,5.3,48.0,36.0
4452,7.3,tt0014142,7.2,7.1,7.4,7.2,7.3,1650.0,1635.0
874,6.2,tt0014205,6.7,6.6,5.5,6.1,5.7,607.0,129.0
9351,7.8,tt0014341,7.9,7.8,7.9,7.8,7.8,2763.0,4306.0
3891,7.4,tt0014358,7.5,7.4,7.4,7.4,7.6,794.0,2082.0
241,6.9,tt0014397,6.2,6.9,6.9,6.9,6.4,47.0,139.0
252,6.5,tt0014416,6.3,6.4,6.7,6.4,7.0,56.0,130.0
1678,7.4,tt0014417,7.4,7.5,7.3,7.4,7.3,501.0,793.0
16798,8.1,tt0014429,8.1,8.0,8.2,8.1,8.2,4773.0,8258.0
466,7.0,tt0014440,6.4,7.1,6.9,7.0,6.8,209.0,145.0
234,6.7,tt0014446,6.9,6.4,6.8,6.6,7.6,26.0,158.0
350,6.5,tt0014463,6.2,6.6,6.5,6.5,6.7,146.0,127.0
770,7.0,tt0014497,7.2,6.9,7.0,6.9,7.3,413.0,211.0
324,7.0,tt0014516,6.8,7.0,7.0,6.9,7.5,54.0,204.0
117,6.2,tt0014524,5.8,6.2,6.2,6.1,5.7,25.0,72.0
1768,6.8,tt0014532,6.5,6.8,7.0,6.8,6.9,542.0,791.0
3729,7.1,tt0014538,7.1,7.1,7.1,7.1,7.1,975.0,1810.0
1501,6.7,tt0014586,6.4,6.6,6.9,6.6,6.8,428.0,769.0
143,6.5,tt0014604,6.3,6.3,6.6,6.4,7.1,51.0,53.0
373,6.9,tt0014605,7.1,6.9,6.7,6.8,7.0,162.0,115.0
102,6.4,tt0014606,6.2,5.9,6.8,6.3,7.3,37.0,49.0
1470,7.4,tt0014611,7.4,7.4,7.3,7.4,7.4,565.0,593.0
4426,7.0,tt0014624,7.0,6.9,7.1,7.0,7.3,871.0,2451.0
753,6.2,tt0014636,6.9,6.8,5.8,6.3,5.7,531.0,141.0
2183,6.5,tt0014646,6.3,6.5,6.6,6.5,7.0,403.0,1251.0
332,6.4,tt0014672,6.0,6.1,6.5,6.2,6.6,119.0,124.0
393,6.7,tt0014702,7.4,6.4,6.7,6.5,7.0,195.0,90.0
116,5.9,tt0014721,5.0,5.5,6.2,5.9,6.1,35.0,53.0
194,6.9,tt0014760,6.0,6.7,7.1,6.8,7.4,121.0,42.0
198,6.5,tt0014770,6.1,6.4,6.6,6.4,6.8,87.0,63.0
118,6.8,tt0014854,5.4,7.7,5.4,6.0,7.1,35.0,39.0
596,6.5,tt0014869,6.1,7.1,6.1,6.3,7.0,484.0,73.0
