imdb_title_id,total_votes,weighted_average_vote,allgenders_18age_avg_vote,allgenders_30age_avg_vote,allgenders_45age_avg_vote,males_allages_avg_vote,females_allages_avg_vote,us_voters_votes,non_us_voters_votes
tt0070959,3917,7.8,8,7.8,7.8,7.8,8.1,524,2454
tt0070960,548,5.7,6.2,5.8,5.3,5.7,5.8,127,280
tt0071080,910,6.3,6.6,6.3,6.3,6.3,6.4,361,320
tt0071083,102,6.7,8,7.2,4.8,6.7,5.9,11,60
tt0071086,180,5.6,6.6,5.7,5.2,5.6,5.5,29,103
tt0071089,620,5.6,7.5,5.6,5.4,5.5,5.9,209,261
tt0071093,349,5.8,6.1,5.6,5.9,5.8,5.4,66,199
tt0071095,721,5.6,5.4,5.6,5.6,5.5,5.4,336,188
tt0071096,239,6,5.8,6.8,5.9,6,6.5,97,84
tt0071101,653,8.7,8.7,8.8,7.8,8.6,8.9,32,463
tt0071110,8881,5.7,5.5,5.5,5.7,5.6,5.9,2812,3472
tt0071111,143,6.1,5.2,6.1,6.3,5.9,6.7,12,94
tt0071115,19456,7.3,7.5,7.3,7.3,7.3,7.4,5845,8510
tt0071121,127,6.6,6.2,6.7,5.7,6.3,6,8,81
tt0071126,105,4.6,4.2,5,4.1,4.5,5.5,6,69
tt0071127,156,4.5,6,4.6,4.4,4.5,5.5,20,96
tt0071129,36335,7.9,8,7.9,8,7.9,8,6653,19292
tt0071130,186,5.9,5.8,5.4,6.2,5.6,6.6,115,23
tt0071137,115,6.9,8.7,6.4,6.6,6.7,8.3,12,69
tt0071138,217,4.9,7,4.9,4.9,4.8,6.6,58,113
tt0071139,156,5.2,6.3,5.4,4.8,5.2,5.5,13,101
tt0071141,16994,8.1,8.2,8,7.9,8.1,8,3322,9096
tt0071145,789,8.2,8.8,8,7.3,8,8.7,116,417
tt0071147,300,6.2,6.4,6.1,6.3,6.1,7.4,55,171
tt0071148,114,5.9,6.2,5.5,5.6,5.7,5.3,11,80
tt0071150,1380,5.7,5.5,5.8,5.6,5.7,5.4,259,783
tt0071154,409,5.4,4.9,5.5,5.5,5.4,5.6,50,250
tt0071155,1752,6.8,6.6,6.7,6.8,6.8,6.3,565,707
tt0071157,102,5.7,5.7,5.5,5.5,5.5,5.3,7,63
tt0071159,1159,7.2,7.4,7.2,6.4,7.1,7,39,731
tt0071161,476,4.1,4.1,4,4.3,4.1,3.1,98,275
tt0071164,132,5.5,6.4,5.7,4.7,5.5,4.8,18,83
tt0071165,101,6.6,5.6,6.4,5.3,6.3,6,6,73
tt0071166,151,6.1,7,6.3,5.9,6.2,5.3,36,76
tt0071167,510,5.8,5.6,5.8,5.7,5.8,5.6,102,269
tt0071171,148,4.2,2.2,4.4,4.5,4.3,4.2,35,81
tt0071179,105,6.9,7.8,6.6,6.9,6.7,7.6,13,66
tt0071189,426,5.5,5,5.6,5.3,5.5,4.5,57,268
tt0071194,887,5.5,5.7,5.3,5.6,5.5,5.6,321,306
tt0071196,217,5.5,7.8,5.6,5.1,5.5,5.7,23,133
tt0071198,2134,2.5,1.9,2.4,3.2,2.5,2.9,1000,579
tt0071199,239,6.2,6.3,6.1,6.3,6.2,6.3,97,83
tt0071200,2507,5.8,6.1,5.7,5.8,5.7,6,727,1159
tt0071202,118,4,2,4,3.8,3.9,3.3,15,62
tt0071203,3189,7.4,7.5,7.4,6.7,7.3,7.4,743,1405
tt0071205,222,6.8,6.5,6.9,6.5,6.8,6.7,38,118
tt0071206,4118,6.2,6,6,6.3,6,6.6,1772,1159
tt0071207,861,7.2,7,7.2,7.2,7.2,6.8,170,426
tt0071208,151,6.9,7.3,7.3,6.4,6.8,5.8,5,104
tt0071212,1428,4.6,4.4,4.6,4.6,4.6,3.9,549,528
tt0071214,530,5.5,7,5.6,4.9,5.5,6,24,363
tt0071216,2019,5.8,6.1,5.8,5.7,5.8,6.1,934,557
tt0071221,1909,6.4,6.8,6.4,6,6.3,6.3,733,674
tt0071222,28775,7.2,7.3,7.2,7,7.2,7.1,9259,11872
tt0071224,223,5.5,4.8,5.5,5.4,5.4,5.3,124,48
tt0071225,389,4.6,4.6,4.5,4.5,4.5,6.1,188,113
tt0071226,313,6.2,6.4,6.1,6.3,6.2,7.2,147,93
tt0071227,447,3.9,3,4.1,3.6,3.8,3.8,195,164
tt0071229,2324,6.3,6.6,6.3,6.3,6.3,6.5,248,1537
tt0071230,118302,7.7,7.7,7.6,7.9,7.7,7.7,45497,36004
tt0071231,335,2.4,1.8,1.7,2.9,2.3,2,156,132
tt0071232,187,4.8,6.4,4.8,4.4,4.8,4.4,86,64
tt0071233,4857,6.2,6.4,6.3,5.9,6.1,6.4,1539,1998
tt0071237,104,5.8,7.7,4.8,6,5.7,7.7,56,23
tt0071238,214,7,6.7,6.9,7,6.9,7.4,28,132
tt0071241,1673,6.3,6.5,6.3,6.3,6.3,6.1,164,1024
tt0071242,172,6.7,7,7.3,6.5,6.6,7.4,23,106
tt0071249,16861,7.5,7.6,7.5,7.4,7.5,7.3,4065,8797
tt0071253,224,5.6,6.9,5.2,5.6,5.5,5.7,74,95
tt0071256,2167,4.5,4.3,4.5,4.6,4.5,4.2,716,973
tt0071258,594,7.1,7,6.1,7.3,6.9,7.7,300,95
tt0071259,1012,6.2,7,6.3,6.2,6.2,6.5,345,442
tt0071260,582,7.1,7.5,7.4,6.7,6.9,7.2,242,177
tt0071265,231,6,5,6.4,5.9,6.1,5.2,12,139
tt0071266,1938,5.3,5.4,5.3,5.3,5.3,5.8,757,690
tt0071269,4677,7.2,7.7,7.2,6.9,7.2,7.4,1682,1957
tt0071270,546,7,6.3,6.8,7.1,6.9,7.2,50,359
tt0071273,291,4.4,3.6,4.3,4.3,4.2,4.8,64,146
tt0071274,377,4.7,4.6,4.7,4.8,4.7,4.7,176,97
tt0071275,3850,7.5,7.8,7.6,7.1,7.5,7.1,804,2134
tt0071276,3770,6.5,6.7,6.5,6.5,6.5,6.5,1154,1684
tt0071278,271,4.5,5,4.1,4.4,4.3,7.5,32,163
tt0071281,2228,6,6.2,6,5.9,6,6.1,125,1406
tt0071282,3275,5.6,5.7,5.6,5.6,5.6,5.7,757,1706
tt0071288,386,6,6.1,5.9,5.9,5.9,6.8,184,93
tt0071292,478,6.1,6.1,6,6.1,6.1,5.9,132,222
tt0071294,262,5.1,4.9,5.1,5.1,5.1,4.3,29,168
tt0071295,580,5.5,5.5,5.6,5.4,5.5,5.6,209,223
tt0071297,337,5.9,5.7,5.6,6,5.9,5.5,28,223
tt0071305,126,5.7,8,5.4,5.9,5.8,5,4,91
tt0071308,390,6.2,6.4,6.2,5.8,6.1,5.8,113,178
tt0071309,138,6.1,,6.1,6.1,6.1,6.3,23,100
tt0071315,272499,8.2,8.2,8.1,8.2,8.2,7.9,60365,121567
tt0071318,672,5.5,5.3,5.6,5.4,5.5,5.6,283,259
tt0071322,131,6.8,7.8,7.1,5.5,6.7,6.6,4,92
tt0071324,256,6.9,7.9,7.2,5.5,6.9,7.1,44,156
tt0071330,1069,7,7.3,7.2,6.6,7,6.8,258,575
tt0071331,258,6.6,7.7,6.8,6.3,6.6,6,48,144
tt0071334,1577,7.2,7.7,7.1,7.1,7,7.6,867,227
tt0071336,118,4.8,2.5,4.9,5,4.8,5.2,55,28
tt0071338,1862,7.1,7.4,7.1,7,7.1,6.7,640,822
tt0071344,284,5,4.2,5.3,4.9,5.1,4.4,49,171
tt0071356,126,2.4,1.4,2.3,2.3,2.2,1.4,14,84
tt0071357,1131,4.3,3.5,4.1,4.6,4.4,3,171,700
tt0071358,1655,7.3,7.1,7.1,7.4,7.2,7.6,760,410
tt0071359,3539,5.7,5.7,5.7,5.5,5.7,5.4,637,1977
tt0071360,89474,7.8,8,7.8,7.8,7.8,7.7,22386,42919
tt0071361,2350,6.6,7,6.4,6.5,6.5,6.9,806,901
tt0071362,107,5.3,7,5.2,5.2,5.3,5.7,16,68
tt0071369,373,6.2,5.6,6.3,6.2,6.2,5.5,172,104
tt0071370,107,5.6,8,4.5,5.4,5.2,7.4,62,16
tt0071381,4222,7.6,8,7.5,7.2,7.5,7.8,884,2393
tt0071385,997,6.1,6.3,6.3,5.9,6.1,6.3,375,368
tt0071386,133,6.5,6.7,7,6.2,6.5,5.3,9,88
tt0071389,260,6.5,6.6,6.5,6,6.3,7.8,65,138
tt0071391,510,5.7,5.8,5.7,5.7,5.6,6.3,114,271
tt0071394,161,4.8,8,4.3,4.8,4.7,5,58,60
tt0071396,2746,6.5,6.5,6.5,6.3,6.4,6.5,965,1096
tt0071398,475,6.5,6.3,6.3,6.6,6.4,6.9,141,205
tt0071402,32958,7,7,7,7,7,6.8,9349,14800
tt0071404,177,7,7.5,6.9,6.9,6.9,6.9,24,117
tt0071406,1170,7.9,8,8,6.7,7.9,7.8,169,673
tt0071408,4133,6.4,6.6,6.5,6.3,6.5,6.2,1365,1763
tt0071411,21612,8.3,8.4,8.3,8.3,8.3,8.3,3733,12186
tt0071412,1133,6,6.3,6,5.9,6,6,296,560
tt0071413,1167,5.1,5,5.1,5,5,5,519,386
tt0071415,252,4.3,3.6,4.6,4.2,4.3,4.6,91,118
tt0071424,5840,6.7,7,6.7,6.6,6.7,6.5,2306,2052
tt0071427,115,6.9,8.2,7.4,4.9,6.9,5.6,15,85
tt0071429,106,6.9,8.1,7.1,6.6,7,4.5,5,79
tt0071431,6751,6.8,6.9,6.9,6.8,6.8,6.8,1858,3379
tt0071436,193,7,7.4,6.9,6.6,7,5.9,26,108
tt0071437,569,3.9,3.1,3.8,4,3.8,3.6,173,245
tt0071438,328,6.5,8.8,5.9,6.4,6.4,6.3,100,113
tt0071439,216,3.6,1.3,3.7,3.6,3.6,2.5,30,148
tt0071442,460,5.5,6.1,5.8,5.3,5.5,5.6,175,176
tt0071445,122,7.3,8.1,7.9,5.6,7.2,7.2,7,97
tt0071447,135,6.7,8,7.3,5.5,6.6,6,2,96
tt0071448,1531,7,7.2,6.9,6.6,6.9,7.2,65,1044
tt0071449,699,7.3,7.1,7.3,7.3,7.3,7.2,39,466
tt0071455,12827,5.9,5.7,5.8,6,5.9,5.9,3725,5342
tt0071456,436,7,7,7.1,6.7,7,7.3,198,127
tt0071458,2063,6.9,6.8,6.9,7.1,6.9,7.2,371,1187
tt0071459,187,6.8,6.5,6.9,6.9,6.8,6.9,16,124
tt0071464,8751,5.3,5.2,5.3,5.5,5.3,5.2,1356,5026
tt0071465,351,4.9,5.3,5,4.7,4.8,5.2,135,129
tt0071466,349,6.8,7,7.2,4.4,6.7,7.1,18,199
tt0071471,288,4.8,4.3,4.6,4.9,4.7,4.2,101,120
tt0071478,363,4.8,5.4,5,4.6,4.9,4.4,133,160
tt0071479,170,6.2,7.3,6.3,5.3,6.1,7.2,32,91
tt0071483,2461,7,7.3,7,6.7,7,7.2,364,1450
tt0071486,5084,8,7.8,8,7.9,8,7.7,173,3206
tt0071487,12998,7.9,8,7.9,7.8,7.9,8.1,2314,7456
tt0071492,359,6.2,5.8,6.2,6.1,6.1,6.4,43,230
tt0071493,160,7.1,7.4,7.5,6.7,7.1,7.9,8,120
tt0071498,394,5.5,5.7,5.6,5.3,5.5,5.8,11,275
tt0071500,378,6.8,6.9,6.8,6.6,6.7,6.7,14,249
tt0071502,6461,6.8,6.9,6.8,6.7,6.8,6.8,863,3930
tt0071505,118,4.8,5,4.9,4.3,4.7,5,2,78
tt0071507,889,5.8,6.1,5.8,5.8,5.7,6.6,175,490
tt0071508,5086,5.9,6.2,5.9,5.6,5.8,6.2,1579,2159
tt0071512,930,6.7,6.8,6.7,6.6,6.7,6.5,274,389
tt0071514,1976,6.3,6.3,6.2,6.2,6.1,6.4,947,453
tt0071517,8181,6.5,6.8,6.5,6.4,6.5,6.7,2612,3542
tt0071518,308,4.2,3.5,4.5,3.9,4.2,4.4,124,109
tt0071519,2921,6.4,6.4,6.3,6.3,6.3,6.6,827,1356
tt0071521,2389,6.6,6.9,6.6,6.6,6.6,6.7,946,837
tt0071523,1883,6.2,6.3,6.2,6.3,6.2,6.1,495,933
tt0071524,11363,7.3,7.5,7.3,7.3,7.3,7.3,2098,6273
tt0071532,3620,7.2,7.7,7.2,7.1,7.2,7.6,1154,1635
tt0071535,627,5.8,6.5,5.6,5.8,5.7,5.9,190,301
tt0071537,1170,5.9,5.8,5.9,5.8,5.8,6.1,245,610
tt0071549,128,7.1,6.9,8.1,4,7.1,7.3,12,82
tt0071550,922,6.3,6.6,5.9,6.5,6.2,6.7,55,626
tt0071552,398,6.4,5.9,6.4,6.5,6.5,5.8,24,295
tt0071554,446,5.1,5,5,5.3,5.1,5.5,131,211
tt0071557,707,6.3,7.1,6.3,6.2,6.3,6.1,86,414
tt0071560,197,3.9,3.7,4.1,3.5,3.9,3.6,80,66
tt0071562,1032047,9,9,9,8.9,9,8.7,160423,433723
tt0071565,4930,6.4,6.5,6.3,6.2,6.3,6,1932,1367
tt0071566,1802,5.7,5.8,5.6,5.8,5.7,5.6,259,1053
tt0071567,213,5.7,6.1,5.7,6,5.8,4.5,25,132
tt0071568,244,5.2,6.2,5.3,4.9,5.1,6,88,102
tt0071569,7599,6.8,6.8,6.8,6.9,6.8,6.9,2203,3386
tt0071571,7835,6.5,6.7,6.4,6.4,6.4,6.3,1822,3891
tt0071572,203,7,8.5,7,6.3,6.8,7.3,77,84
tt0071575,326,6.6,6.5,6.6,6.5,6.5,6.8,123,125
tt0071577,22344,6.4,6.4,6.3,6.6,6.3,6.7,6911,8823
tt0071579,212,5,6,4.6,5,4.9,6.2,42,120
tt0071583,1826,5.9,5.6,5.5,6.2,5.9,6.4,960,332
tt0071585,3562,7.5,7.7,7.4,7.5,7.4,7.9,371,2291
tt0071587,766,7.4,7.7,7.5,7.1,7.5,7,99,486
tt0071588,168,6.5,6.5,6.2,7,6.4,6.9,21,114
tt0071598,4673,7.4,7.6,7.2,7.5,7.4,7.4,2187,1356
tt0071599,112,5.5,4.5,6,5.5,5.5,6.3,9,74
tt0071606,226,5.7,6,5.6,5.8,5.7,5.8,14,148
tt0071607,6773,5.7,5.8,5.6,5.7,5.6,5.8,1698,3111
tt0071609,368,7.1,7.1,7.4,5.6,7,7.3,92,185
tt0071613,1443,5.8,5.7,5.8,5.7,5.7,5.7,87,938
tt0071615,32744,7.9,8.1,7.8,7.3,7.9,7.9,5995,16188
tt0071617,367,6.6,6.3,6.5,6.7,6.5,6.9,157,110
tt0071619,337,6.9,7,7,6.5,6.8,7,108,150
tt0071622,1757,7.1,7.2,7.1,7,7.1,7,228,1132
tt0071624,136,3.7,3.3,3.7,3.9,3.7,4.3,66,44
tt0071625,112,4.6,3.5,5,4.5,4.7,5.2,49,37
tt0071626,226,5.4,6.2,5.5,5.1,5.3,5.5,105,73
tt0071627,1142,4.2,4.1,4.1,4.2,4.2,4,499,385
tt0071628,1330,5.9,6,5.9,5.8,5.9,5.5,399,624
tt0071629,574,4.7,4,4.8,4.7,4.7,5.3,311,141
tt0071633,182,6.9,7,7,6.7,7,6.2,11,121
tt0071634,506,5.6,5.3,5.4,5.6,5.5,5.9,235,152
tt0071639,320,4.2,5.8,4.2,3.9,4.2,3.2,155,80
tt0071642,344,3.7,3.2,3.5,3.9,3.6,3.5,152,139
tt0071647,776,5.3,4.5,5.1,5.3,5.2,5.5,318,257
tt0071650,6691,5.1,5.1,5.1,5.1,5.1,5.1,1345,3735
tt0071653,112,4.4,3,4.3,4.4,4.3,6.1,4,82
tt0071654,423,4.6,4.7,4.5,4.7,4.5,5.5,175,142
tt0071655,116,6.6,6.4,7,6,6.7,5.5,15,80
tt0071661,280,4.7,4.7,4.7,4.6,4.6,5.3,73,137
tt0071662,126,5.6,4.8,5.6,5.4,5.5,7,12,72
tt0071663,630,6.2,7.5,6.3,6.1,6.2,6.7,116,372
tt0071666,450,2.3,1.9,2.3,2.4,2.4,2,187,152
tt0071667,297,6.8,6.6,7.2,6.6,6.9,7,37,195
tt0071671,2198,6.2,6.1,6.3,6.3,6.3,6.1,620,1005
tt0071675,6341,5.8,5.7,5.8,5.8,5.8,5.6,2299,2453
tt0071677,207,3.5,3.1,3.7,3.4,3.5,2.2,38,123
tt0071682,1032,7.6,7.6,7.7,7,7.7,7.4,37,709
tt0071686,113,7,6.7,6.8,7,6.8,7.6,4,80
tt0071687,968,7.6,7.6,7.5,7.4,7.5,7.7,44,660
tt0071688,1101,7.2,7.2,7.3,6.9,7.1,7.4,223,607
tt0071689,296,6.9,6.7,6.9,7.1,6.9,6.6,16,188
tt0071690,1526,6.8,7.2,6.8,6.7,6.8,7.2,354,767
tt0071691,15314,7.8,7.9,7.8,7.7,7.8,7.7,2674,8865
tt0071695,2937,7.4,7.4,7.4,7.5,7.4,7.5,758,1525
tt0071696,812,7.5,7.6,7.5,7,7.4,6.7,237,387
tt0071706,4556,6.6,6.3,6.5,6.6,6.6,6.6,1069,2312
tt0071707,320,7.1,7.6,7.1,6.3,7.1,5.6,52,170
tt0071708,119,6.9,6.9,7.1,5.1,6.7,6.8,,85
tt0071711,114,6.7,8.4,7.3,5.7,6.5,6.3,4,74
tt0071712,206,6.1,6.9,6,6.5,6.1,4.3,25,134
tt0071713,123,6.9,7.1,6.7,6.8,6.8,7.1,14,95
tt0071715,270,7,6.7,7.3,6.9,7,7.3,41,145
tt0071721,1190,5.1,5,5.2,5.1,5.2,4.9,344,566
tt0071722,224,4.2,4.7,4.3,3.9,4.1,4.1,88,84
tt0071730,326,7.1,7,7.2,5.6,7.1,7,28,182
tt0071733,5769,7.7,7.9,7.6,7.8,7.7,7.8,1249,3267
tt0071737,3126,7,7.3,6.9,6.8,7,6.6,662,1749
tt0071743,221,6.5,8,6.7,6.4,6.5,5.5,104,59
tt0071746,13418,7.6,7.8,7.6,7.4,7.6,7.5,4119,5873
tt0071754,219,4.8,5.1,5,4.6,4.6,5,33,137
tt0071756,290,5.7,6.2,5.9,5.5,5.7,6.3,71,163
tt0071758,168,6.9,8.3,6.4,7,6.9,6.4,14,125
tt0071760,163,7,6.8,7.6,5.9,6.9,6,21,104
tt0071762,3105,6.5,6.6,6.5,6.4,6.3,7.1,788,1387
tt0071771,15875,7.1,6.9,6.9,7.3,7.1,6.8,6744,4703
tt0071772,3273,5.8,5.7,5.6,5.9,5.7,6.1,1411,1002
tt0071777,117,5.6,4.7,4.7,5.7,5.3,6.1,27,48
tt0071780,404,5.7,5.7,5.5,6,5.7,6,153,133
tt0071782,1048,6.4,6.1,6.5,6.3,6.4,6.4,119,675
tt0071784,720,5.8,5.8,5.8,5.8,5.8,6,170,392
tt0071786,696,6.9,6.6,7,7,7,7.1,31,493
tt0071788,1041,6.6,7.1,6.7,6.5,6.6,6.2,556,232
tt0071790,3109,6.4,6.6,6.4,6.2,6.3,6.8,1313,1078
tt0071791,350,4.9,6.2,4.7,5,4.8,5.6,83,181
tt0071793,155,5.2,4.6,5.3,5.1,5.1,4.8,3,108
tt0071795,205,5,4.8,5.2,4.8,4.9,5,52,104
tt0071797,2154,7,7.4,7.1,6.7,6.9,7.6,538,1017
tt0071798,346,6.4,7.1,6.2,6.3,6.3,7,121,133
tt0071800,581,7.1,7.2,7.2,6,7.2,6.7,68,341
tt0071802,111,5.3,4.5,5.3,5.3,5.2,5,42,35
tt0071803,2502,6.1,6.6,6.1,5.9,5.9,6.5,1339,396
tt0071804,406,6.1,7.4,5.9,6.1,6.1,6.1,39,262
tt0071806,361,6.7,7,6.7,6.6,6.7,6,120,148
tt0071807,88488,6.8,6.8,6.7,6.7,6.8,6.7,17188,43342
tt0071811,185,6.8,7.3,6.7,6.2,6.5,7.6,29,101
tt0071815,193,6.4,5.4,6.3,6.8,6.4,6.6,14,140
tt0071818,233,6.6,6.4,6.5,6.9,6.6,6.4,20,158
tt0071819,143,6.4,6.9,6.7,5.9,6.3,7,10,91
tt0071824,4430,6.3,6.5,6.2,6.3,6.2,6.7,1756,1463
tt0071833,796,7.5,7.8,7.5,7,7.5,7.3,109,510
tt0071838,693,6.4,6.6,6.2,6.4,6.4,6.5,205,301
tt0071840,1911,7.3,7.5,7.4,6.9,7.3,7,265,1172
tt0071842,219,6.9,7.1,6.9,6.9,6.9,6.9,33,143
tt0071844,331,6.5,6.6,6.4,6.7,6.5,7.3,68,181
tt0071845,208,6.1,5.1,6.1,6.2,5.8,7,51,98
tt0071850,151,5.9,4.7,5.7,5.9,5.4,7.2,77,35
tt0071853,472150,8.2,8.2,8.2,8.3,8.2,8.2,109540,192546
tt0071854,263,6.4,7.4,6.6,6.2,6.4,6.6,131,60
tt0071855,191,3,2.5,2.9,3.2,2.9,2.5,56,105
tt0071857,357,6.8,7.9,6.9,5.4,6.7,7,79,199
tt0071859,1138,7.5,7.5,7.6,6.9,7.5,7.8,179,644
tt0071863,1079,6.5,6.8,6.5,6.4,6.5,6.3,37,766
tt0071864,1412,7.2,8.2,7.1,7.1,7.1,7.8,125,971
tt0071866,6923,6.8,7,6.7,6.7,6.8,6.8,2082,3014
tt0071867,104,5.6,3.8,6.4,5.6,5.7,5.3,57,19
tt0071877,50926,7.3,7.3,7.3,7.3,7.3,7.5,10173,25985
tt0071880,581,6.5,6.7,6.5,6.5,6.6,6.1,64,362
tt0071889,172,6.8,7,7.1,5.9,6.9,6.3,22,114
tt0071890,896,6.9,8.1,6.7,6.9,6.9,7.4,126,592
tt0071897,462,7,7,6.9,6.8,6.9,6.6,34,322
tt0071899,788,7.9,8.1,8.2,6.8,7.9,7.6,33,550
tt0071902,162,5.8,3,5.7,5.9,5.8,5.2,44,79
tt0071907,1569,7.5,7.3,7.6,7.1,7.4,7.7,46,943
tt0071908,872,7.5,7.2,7.6,6.7,7.5,7.2,16,599
tt0071910,10385,6.7,6.8,6.7,6.8,6.7,7.2,2094,5637
tt0071913,2404,5.4,5.6,5.4,5.1,5.4,5.5,678,1085
tt0071914,169,6.3,6,6.6,6.2,6.3,6.1,16,104
tt0071923,223,6.3,6.8,6.6,5.9,6.3,7.3,81,78
tt0071933,135,5.4,5.5,5.7,4.9,5.2,6.2,5,90
tt0071935,9230,7,7,6.9,7,7,7,2178,4706
tt0071938,682,4.1,3.2,3.9,4.2,4,3.8,232,300
tt0071939,1504,7.1,6.9,7.2,7,7.1,6.9,40,966
tt0071949,916,8.2,8.2,8.2,8.2,8.2,8.5,37,669
tt0071950,1435,6.7,6.9,6.8,6.5,6.7,7,258,885
tt0071951,131,7.1,7.3,7.3,6.5,6.9,7.4,10,95
tt0071956,1044,8.2,8.4,8.1,7.5,8.1,8.4,31,671
tt0071957,568,6.9,6.7,6.9,7.1,6.9,6.9,32,411
tt0071959,179,6.3,6.4,6.2,6.1,6,7,91,49
tt0071960,2837,7,7.1,7,7,7,7.2,898,1302
tt0071966,173,6.1,8,5.5,6.6,6.1,7.1,37,78
tt0071967,146,4.9,6.4,5.2,4.3,4.9,5,24,96
tt0071970,13623,7.1,7.3,7.1,7.2,7.1,7,4243,6112
tt0071973,200,5.4,6.4,5.8,5.4,5.5,5.8,20,121
tt0071974,161,6.4,7.3,6.4,6.4,6.4,6.3,9,113
tt0071976,902,7.6,7.6,7.6,7.7,7.7,7.4,57,596
tt0071978,154,5.8,8.5,6.7,5.2,5.5,6.4,50,55
tt0071981,118,6.1,5.5,6.5,5.8,6.2,6.4,7,79
tt0071987,409,6.6,7.2,6.6,6.5,6.6,6.5,60,272
tt0071988,211,4.5,2,4.3,4.7,4.5,4.4,55,105
tt0071991,113,7.1,7,7.2,6.9,7,6.6,21,64
tt0071992,320,5.7,4.8,5.7,5.7,5.7,4.5,96,159
tt0071994,15030,7.4,7.8,7.3,7.2,7.4,7.4,3931,6669
tt0072002,168,6.3,4.7,5.8,6.4,6.3,6,11,118
tt0072004,198,7.2,7.4,7.6,5.8,7.1,7.1,21,133
tt0072006,354,5.6,6,5.6,5.7,5.6,5.7,155,115
tt0072007,1504,7,7,7,6.8,6.9,7,211,962
tt0072008,242,6.8,7.5,6.7,6.7,6.7,7.3,29,148
tt0072009,186,6.7,6.5,6.5,6.6,6.5,6.8,5,117
tt0072010,510,6.7,6.8,6.8,6.3,6.6,5.6,141,262
tt0072012,3596,6.5,6.6,6.5,6,6.4,6.5,149,2323
tt0072019,470,5.7,6.1,5.7,5.6,5.6,6.3,113,260
tt0072021,2061,7.7,7.4,7.9,7.7,7.8,7.6,123,1328
tt0072025,257,7.3,7.7,7.4,6.2,7.2,7.4,12,187
tt0072027,212,7.3,7.4,7.4,6.7,7.2,7.3,11,162
tt0072029,124,4.8,2,4.5,5,5,2.2,22,79
tt0072030,731,7.3,7.6,7.6,6.8,7.3,7.4,52,491
tt0072034,2792,6.7,7.1,6.6,6.8,6.7,6.7,1037,1047
tt0072037,3480,7.6,7.8,7.6,7.6,7.6,7.8,275,2338
tt0072052,468,5.4,6.5,5.5,5.1,5.3,6.5,23,322
tt0072053,1230,7.1,7.3,7.1,7.1,7.1,7,127,820
tt0072062,191,4.9,5,4.4,4.9,4.7,4.6,31,116
tt0072064,461,7.4,7.9,7.3,6.3,7.4,6.9,44,258
tt0072067,641,5.5,5.5,5.5,5.5,5.4,5.8,274,219
tt0072074,119,6.5,6.3,6.5,6.6,6.4,7.5,22,70
tt0072080,3002,6.8,7,6.7,6.9,6.8,7.1,193,2016
tt0072081,23258,7.1,7.2,7.1,7.1,7.1,7.1,5430,11261
tt0072085,251,5.6,4.5,5.7,5.4,5.5,5.8,35,168
tt0072089,124,7.1,6.9,7.2,7.2,7.2,6.9,45,49
tt0072096,268,7.1,7.1,7.3,6.5,7.1,6.7,24,178
tt0072097,533,7.2,7.3,7.4,6.7,7.2,7.2,27,366
tt0072100,631,6.9,7,6.6,7.2,6.8,7,91,340
tt0072105,324,6.4,6.6,6.5,6.2,6.2,6.9,13,230
tt0072107,798,4.5,4.9,4.6,4.6,4.6,4.4,303,287
tt0072111,238,7.1,7.5,7.1,4.2,7.1,5.8,24,152
tt0072114,307,5.5,5.5,5.6,5.5,5.6,5.5,127,72
tt0072115,246,5.1,6.6,4.9,5.2,5.1,5.2,125,60
tt0072117,239,7.3,7.7,7.8,5.1,7.3,7.4,18,155
tt0072123,304,6.4,7,6.5,6.2,6.3,7.3,45,186
tt0072124,173,4.2,5.6,3.9,4.4,4.2,5.1,27,104
tt0072125,169,4.6,4.3,4.2,5,4.6,4,27,99
tt0072130,126,3.8,7,3.2,3.7,3.5,4.7,55,35
tt0072131,474,6.8,6.4,6.8,6.8,6.8,7.2,37,321
tt0072133,253,4,4.2,4.3,4,4.1,4.8,116,69
tt0072136,664,4.7,3.5,4.6,4.8,4.6,6.3,209,284
tt0072142,236,5.4,4.8,5.1,5.5,5.4,4.4,46,128
tt0072147,446,4.7,3.5,4.7,4.9,4.7,4.4,182,150
tt0072148,777,4.5,4.5,4.6,4.2,4.3,5.2,104,474
tt0072149,493,5.7,6,5.9,5.5,5.7,5.4,240,137
tt0072150,168,6.3,6.8,6.5,5.8,6.2,5.5,44,83
tt0072151,177,6.8,6.3,7.2,5.1,6.7,6.8,11,122
tt0072152,218,6.9,7,7.1,6.1,6.9,5.3,52,108
tt0072156,679,3.6,2.6,3.7,3.7,3.6,3.5,324,207
tt0072157,2801,6.4,6.5,6.4,6.3,6.4,6.6,680,1450
tt0072160,102,5.2,5.3,5.5,5.1,5.2,5.1,11,65
tt0072170,532,6.7,6.7,6.8,6.1,6.6,6.6,20,283
tt0072172,297,4.9,4,4.8,5,4.9,4.2,152,86
tt0072173,636,2.6,2.3,2.7,2.4,2.6,2.4,240,234
tt0072179,361,3.1,3.6,3.1,3.1,3.1,3.1,170,112
tt0072184,1444,2.8,2.4,2.8,2.8,2.7,2.8,398,633
tt0072189,304,4.4,3.1,4.7,4.3,4.2,4.3,128,86
tt0072190,1675,8.4,8.7,8.3,6.6,8.4,8.2,150,835
