imdb_title_id,total_votes,weighted_average_vote,allgenders_18age_avg_vote,allgenders_30age_avg_vote,allgenders_45age_avg_vote,males_allages_avg_vote,females_allages_avg_vote,us_voters_votes,non_us_voters_votes
tt0000574,537,6.1,6.2,5.9,6.4,6.1,6.1,89,309
tt0001892,171,5.9,5.7,6,6.3,6,5.7,27,114
tt0002101,420,5.2,4.6,5.1,5.3,5,5.8,197,103
tt0002130,2019,7,7,7,7.1,7,7.2,452,1076
tt0002199,438,5.7,5.7,5.6,5.9,5.8,5.4,161,164
tt0002423,709,6.8,6.5,6.6,7,6.7,7.4,133,428
tt0002445,241,6.2,5.9,6.3,6.2,6.2,6.1,37,140
tt0002452,187,6.7,7.2,6.7,6.6,6.7,6.7,23,131
tt0002461,211,5.5,5.1,5.5,5.8,5.5,6.5,102,66
tt0002646,310,6.7,6.2,6.7,7,6.6,7,65,169
tt0002844,1853,7,6.9,6.9,7.2,6.9,7.5,549,978
tt0003014,888,7.1,7,7,7.2,7,7.5,202,489
tt0003037,1295,7,6.8,6.9,7.1,6.9,7.2,384,688
tt0003131,112,6.7,6.2,6.6,7.3,6.7,6.3,9,76
tt0003165,1000,7,6.8,6.9,7.2,6.9,7.5,300,541
tt0003167,170,5.7,5.4,5.4,5.8,5.6,5.6,52,70
tt0003419,1645,6.5,6.5,6.5,6.5,6.5,6.7,338,921
tt0003471,527,6.1,5.5,5.8,6.4,6,6.4,243,173
tt0003489,458,6.2,6,5.9,6.5,6.2,6.1,153,189
tt0003637,357,6.5,6.3,6.2,6.8,6.4,7,73,203
tt0003643,1050,6.5,6.4,6.4,6.6,6.5,6.9,576,321
tt0003657,121,6.6,6.8,5.7,6.9,6.6,6.5,46,47
tt0003740,2838,7.1,7,7,7.3,7.1,6.9,1002,1216
tt0003772,908,6.1,6,6.1,6.1,6,6.4,587,229
tt0003883,279,7.6,7.1,7.4,7.7,7.5,7.7,82,154
tt0003930,1112,7,6.8,6.9,7,6.9,7.4,332,601
tt0003952,885,6.9,6.8,6.7,7.1,6.8,7.6,264,476
tt0003973,181,5.9,5.7,5.5,6.3,5.8,6.2,71,65
tt0004026,1008,6.8,6.3,6.7,7.2,6.8,6.4,413,356
tt0004066,449,7,6.5,7,7.2,7,7.2,93,259
tt0004099,398,5.2,5.1,5.1,5.4,5.4,4.1,194,132
tt0004134,429,6.6,6.3,6.5,6.8,6.5,7.2,208,130
tt0004150,378,5.9,6,5.6,6.2,5.8,6.6,143,161
tt0004181,1195,6.1,6.3,6.3,5.8,6.2,5.8,582,415
tt0004457,354,5.5,4.9,5.3,6.1,5.5,5.3,165,111
tt0004465,921,6.4,5.8,6.4,6.4,6.3,6.5,581,234
tt0004635,802,5.8,5.8,5.5,6.1,5.8,6,455,211
tt0004681,154,6.3,5.9,5.8,6.8,6.2,6.4,58,66
tt0004707,3164,6.3,6.2,6.2,6.5,6.3,6.6,1529,1025
tt0004712,157,6.3,6.7,6.3,6.2,6.3,6.9,14,104
tt0004766,160,5.6,5.7,5.3,5.7,5.5,5.9,53,67
tt0004825,209,6.6,6.9,6.4,6.8,6.6,6.2,78,105
tt0004838,130,5.7,5.5,5.4,6.2,5.7,5.8,39,65
tt0004872,196,6.7,6.4,6.7,6.9,6.7,6.9,96,58
tt0004873,347,6.2,6.4,5.9,6.5,6.1,6.6,92,167
tt0004972,20885,6.4,6.2,6.4,6.8,6.5,5.8,7233,7837
tt0005060,859,6.4,6.3,6.4,6.3,6.4,6.3,419,291
tt0005078,2217,6.6,6.4,6.5,7,6.6,6.9,978,734
tt0005149,218,6.1,7.2,5.5,6.2,6.1,5.9,123,53
tt0005339,728,5.8,5.6,5.8,6,5.8,6.1,267,291
tt0005402,172,6.5,6,5.8,6.8,6.5,6.6,77,60
tt0005529,242,6.9,6.8,6.7,7,6.7,7.6,53,147
tt0005557,270,6.6,6.6,6.4,6.8,6.7,6.4,103,104
tt0005719,124,5.7,5,4.9,6.1,5.7,5.1,56,41
tt0005809,300,6.1,7.6,6.5,4.5,6.2,2.3,148,82
tt0005916,751,7,6.9,6.9,7.1,6.9,7.5,259,348
tt0005951,535,6.9,6.9,6.8,6.8,6.8,7.1,82,331
tt0005960,1047,6.9,6.6,6.8,7.1,6.8,7.2,351,465
tt0006206,3936,7.3,7.1,7.3,7.4,7.3,7.2,1317,1839
tt0006327,143,6,6,5.5,6.1,5.8,6.8,68,42
tt0006333,1440,6.2,6,6.3,6.2,6.2,6.5,625,483
tt0006509,554,4.6,4.4,4.8,4.5,5,3.6,476,51
tt0006517,256,6,5.5,6,6.3,6.1,5.7,66,125
tt0006589,111,6.8,6.6,6.8,6.7,6.7,7.1,51,46
tt0006617,186,6.1,4.8,6.2,6.3,6.1,6.9,27,107
tt0006688,132,6.3,5.3,6.3,6.8,6.4,6.5,47,61
tt0006731,603,5.3,5.1,5.7,5.3,5.8,4,477,91
tt0006736,122,6.6,6,6.4,6.9,6.6,6.4,55,44
tt0006745,469,5.8,5.9,6.1,5.7,6.2,4.3,352,69
tt0006753,126,6.6,5.3,6.7,6.5,6.5,6.8,67,36
tt0006780,789,6.8,6.5,6.6,6.9,6.7,7.4,318,280
tt0006809,114,6,6.1,6.2,5.9,5.9,6.7,47,43
tt0006826,826,5.6,5.3,5.6,5.8,5.8,4.8,620,131
tt0006864,13116,7.8,7.9,7.7,7.8,7.8,7.5,4150,5657
tt0006886,814,7.4,7.3,7.3,7.5,7.3,8,411,260
tt0007047,560,6,6,5.9,6.4,6.2,5.8,455,68
tt0007183,578,7,7,6.9,7,6.9,7.6,129,327
tt0007257,553,4.8,4.9,4.9,5.3,5.2,4.5,462,58
tt0007260,128,6.6,6.4,6.2,6.9,6.5,7,44,59
tt0007309,163,5.6,5.6,5.4,6.1,5.6,6.1,36,95
tt0007338,290,6.5,6.2,6.3,6.5,6.4,6.5,153,77
tt0007340,182,6.6,7.3,6.5,6.4,6.6,7.2,37,94
tt0007361,333,6.3,6.2,6.2,6.6,6.2,6.8,162,99
tt0007367,498,5.3,4.9,5.6,5.3,5.5,5.1,399,63
tt0007558,544,6.4,6.1,5.7,6.7,6.2,6.8,261,159
tt0007610,236,5.8,6.7,5.8,5.6,5.8,5.8,120,54
tt0007755,434,6,6.3,6,6,6,5.8,154,194
tt0007801,291,6.5,5.9,6.7,6.7,6.4,6.9,132,102
tt0007983,110,6.3,6,6.4,6.5,6.3,6.1,23,64
tt0008011,122,6.2,4.6,6.2,6.4,6,8,53,40
tt0008100,552,6.6,6.3,6.6,6.7,6.6,6.8,94,335
tt0008150,474,6.6,6.7,6.4,6.6,6.5,6.9,157,200
tt0008188,581,5.8,4.9,6.1,6.1,6.1,5,394,126
tt0008196,623,5.8,5.4,6.1,5.9,5.9,5.5,413,141
tt0008309,250,6.7,7.2,6.7,6.8,6.7,6.8,134,81
tt0008395,425,7.2,7,7.1,7.4,7.1,7.8,96,237
tt0008443,1224,6.7,6.7,6.6,6.7,6.6,6.9,644,394
tt0008489,116,6.5,6,6.1,6.8,6.4,6,26,55
tt0008499,743,6.2,5.8,6.4,5.9,6.2,6,424,229
tt0008519,712,5.7,5.4,6,5.7,5.9,4.9,504,138
tt0008536,136,6.9,7.1,6.9,6.7,6.8,7.7,18,85
tt0008634,335,6.2,6.2,6.2,6.4,6.3,6.8,82,182
tt0008663,1384,7.4,7.4,7.4,7.3,7.4,7.3,396,736
tt0008672,175,6.2,5.4,5.7,6.9,6.1,7.2,39,100
tt0008679,479,4.8,4.6,5,4.6,5,3.6,367,54
tt0008687,132,6.2,5.1,6.5,6.5,6.3,4.9,44,48
tt0008710,138,6.7,6,6.3,7.1,6.7,6.8,30,78
tt0008775,537,6.5,6.2,6.3,6.8,6.5,6.7,345,133
tt0008827,730,5.9,5.8,6,5.8,6,5.3,487,145
tt0008843,114,6,6.3,5.7,6,5.9,6.4,9,85
tt0008854,533,5.5,5,5.5,5.6,5.4,6.2,172,211
tt0008879,1411,7.3,7.2,7.2,7.3,7.2,7.4,486,656
tt0008891,739,7,6.7,6.9,7.2,6.9,7.9,303,303
tt0008950,247,6.1,5.7,5.9,6.3,6.1,5.9,70,133
tt0009014,116,6,6.2,6.4,5.7,6,5.9,27,71
tt0009062,496,6.2,6.3,6,6.4,6.1,6.7,220,185
tt0009086,270,5.4,4.3,5.3,5.9,5.7,4.6,192,53
tt0009150,872,6.4,6.5,6.4,6.5,6.5,6.1,450,262
tt0009241,588,5.2,4.8,5.5,5.5,5.6,4.5,478,69
tt0009326,111,6.6,6,6.2,7,6.5,7.4,51,38
tt0009356,607,5.3,4.6,5,5.5,5.3,5.3,482,73
tt0009369,1038,5.9,5.6,6,5.9,6,5.7,717,200
tt0009440,162,6.5,6.6,6.2,6.7,6.5,6.5,63,72
tt0009475,470,4.4,3.3,4.6,5.1,4.9,3.5,393,46
tt0009559,316,6.1,6.1,6.2,6,6.2,5.6,138,112
tt0009608,684,5.2,4.3,5.8,4.9,5.3,4.5,509,120
tt0009611,5411,7.3,7.3,7.3,7.3,7.3,7.4,1643,2492
tt0009652,1323,6.7,6.6,6.7,6.6,6.7,6.7,747,362
tt0009682,631,5.7,4.9,5.4,6.2,5.8,5.3,218,267
tt0009701,295,7,7.4,7.3,6.6,7,7.6,85,127
tt0009796,243,6.9,7.3,6.8,6.9,6.8,7.8,98,97
tt0009878,1050,7,7.1,6.9,7,6.9,7.4,299,518
tt0009892,941,5.9,5.4,5.3,6.9,5.5,8.1,112,347
tt0009893,1544,7.2,7.2,7.2,7.3,7.2,7.6,451,817
tt0009894,149,7.1,7.3,6.8,6.8,6.9,7,18,88
tt0009900,824,6.3,5.7,6.3,6.4,6.3,5.8,507,213
tt0009915,141,7.1,7.9,7.2,6.8,7,7.5,44,67
tt0009937,1269,7,6.9,7,7.1,7,6.9,427,604
tt0009968,8777,7.4,7.3,7.3,7.5,7.3,7.4,2981,3684
tt0009976,622,5.7,4.3,5.9,5.9,5.9,4.8,467,79
tt0010040,1284,6.5,6.8,6.6,6.5,6.5,6.9,755,331
tt0010060,801,6,6.2,6.2,5.9,6.1,5.5,555,151
tt0010071,1103,6.7,6.4,6.7,6.7,6.7,6.8,697,264
tt0010103,635,5.4,4.5,5.6,5.6,5.6,4.9,511,77
tt0010137,691,5.4,5.6,6.2,5,5.6,4.6,506,114
tt0010162,187,6.6,6.2,7.1,4.9,5.7,6.6,47,34
tt0010193,653,5.8,6.2,5.7,5.7,5.9,5.3,447,133
tt0010195,242,6.9,6.3,6.7,7,6.8,6.8,144,53
tt0010208,517,5.6,5.1,5.5,6,5.6,6,153,255
tt0010219,362,3.9,4.7,4.3,3.6,4,3.7,285,55
tt0010227,499,5.7,4.2,6.1,5.8,6,4.7,370,84
tt0010247,1117,7.3,7,7.2,7.4,7.2,7,292,601
tt0010267,906,6.7,6.5,6.6,7,6.7,7.2,654,163
tt0010281,1157,6.9,6.9,6.9,6.9,6.9,7.2,279,642
tt0010307,1303,7.7,7.7,7.8,7.6,7.7,7.8,499,552
tt0010323,51644,8.1,8.1,8.1,8,8.1,8.1,12670,23911
tt0010418,1671,7,6.5,7,7.2,6.9,7.2,889,485
tt0010456,162,6,6,6,6,6,6.1,31,94
tt0010466,142,6.7,4,6.6,7.3,6.7,7.2,95,26
tt0010484,160,6.9,6.1,7.1,6.8,7,5.3,56,65
tt0010559,112,6.4,6.2,6.4,6.2,6.3,5.5,19,68
tt0010598,733,6.6,6.4,6.6,6.6,6.6,6.7,225,359
tt0010600,1539,7.4,7.3,7.4,7.3,7.3,7.6,442,831
tt0010635,587,5.2,4.1,5.4,5.3,5.5,3.8,466,80
tt0010662,410,5,4.4,5,5.1,5,4.6,295,84
tt0010680,225,6.3,5.6,6,7,6.3,6.7,68,109
tt0010726,980,6.7,6.4,6.6,6.9,6.6,7,349,417
tt0010755,134,6.9,6.8,6.8,6.9,6.8,7.3,15,96
tt0010806,1519,7,7.2,7,6.9,7,7.1,613,638
tt0010821,400,6.6,6.7,6.5,6.6,6.5,7.2,135,184
tt0010844,308,6.6,6.7,6.3,6.8,6.6,6.6,155,105
tt0010853,115,6.9,6.3,6.8,7.2,6.9,7.3,39,57
tt0010879,741,6.9,6.7,7.1,6.8,6.8,7,456,175
tt0010890,310,6.5,5.8,6.3,6.7,6.4,6.6,135,129
tt0010925,713,5.6,5.6,5.5,5.7,5.7,5.5,618,59
tt0010953,121,6.3,6.1,6.4,6,6.2,7.1,19,69
tt0010962,533,6.5,6.6,6.5,6.6,6.5,7.1,136,291
tt0010969,296,6.7,6.5,6.6,6.9,6.7,6.5,70,179
tt0011000,1034,6.7,6.9,6.7,6.7,6.7,7.1,328,475
tt0011130,4477,7,6.9,7,7.1,7,7.1,1666,1732
tt0011131,116,5.4,5.1,5.7,5.1,5.4,3.6,50,35
tt0011157,674,6.6,5.9,6.6,6.7,6.5,6.9,147,385
tt0011173,112,6.3,6.7,6.3,6.1,6.4,6.6,16,79
tt0011193,271,6.6,6.5,6.6,6.6,6.5,6.8,112,93
tt0011217,277,6.4,6.5,6.3,6.6,6.3,7.2,52,158
tt0011221,791,6,5.7,5.8,6.2,5.9,6.3,177,403
tt0011237,5933,7.2,7,7.1,7.2,7.1,7.1,1461,3058
tt0011267,244,5.1,4.3,4.9,5.3,5.1,4.9,160,32
tt0011294,145,7.1,7.1,6.9,7.1,7,7.2,20,101
tt0011302,176,7,7.1,6.9,6.9,6.8,7.5,32,113
tt0011317,121,6.3,6.2,6.6,6.4,6.4,6.7,42,43
tt0011358,310,6.7,6.3,6.7,6.7,6.7,6.7,114,134
tt0011369,111,6.1,10,8.4,4.2,4,6.5,33,31
tt0011370,297,6.9,7.3,6.9,6.5,6.7,8,60,175
tt0011371,245,6.7,6.7,6.8,6.9,6.7,8.1,32,167
tt0011387,1051,6.7,6.6,6.6,6.8,6.7,6.6,419,404
tt0011414,130,5,5.7,6.1,4.3,4.5,6,85,35
tt0011439,2020,7.1,6.9,7,7.2,7.1,7.1,765,733
tt0011440,184,6.6,6,6.6,6.9,6.7,6.4,13,128
tt0011474,113,6.7,6.4,7.2,7,6.9,6.3,46,41
tt0011513,175,5.7,6.3,5.7,5.7,5.7,5.7,88,53
tt0011565,1898,7.4,7.3,7.4,7.4,7.4,7.5,772,728
tt0011588,321,6.6,6.8,6.4,6.7,6.5,6.9,119,132
tt0011607,975,7.2,7.2,7.2,7.2,7.2,7.5,285,454
tt0011641,143,6.5,6.2,6.3,6.8,6.4,6.8,26,81
tt0011647,121,5.6,5.7,5.6,5.7,5.6,6.1,70,32
tt0011652,1337,6.2,6.1,6.1,6.3,6.1,6.6,423,571
tt0011679,253,6.1,4.7,6,6.4,6,6.3,62,85
tt0011716,563,5.4,5.9,6.7,4.7,5.6,3.4,434,73
tt0011723,715,6.5,6.2,6.3,6.8,6.4,7.2,225,327
tt0011741,199,6.3,5.9,6,6.6,6.2,6.4,93,68
tt0011742,584,6.1,5.8,6.2,6.1,6,7.1,138,334
tt0011753,152,5.5,3.2,5.6,5.6,5.5,4,62,61
tt0011779,178,6.5,6.6,6,7.1,6.5,7.2,67,62
tt0011833,384,6.9,7,7,6.5,6.9,6.5,63,237
tt0011837,330,6.1,6.2,6,6.3,6.1,6.9,59,190
tt0011841,4734,7.5,7.5,7.3,7.5,7.4,7.5,1979,1759
tt0011865,1295,6.7,6.6,6.9,6.7,6.7,6.7,810,309
tt0011870,2019,6.3,6.2,6.3,6.4,6.3,6.4,713,833
tt0011904,1003,6.8,6.9,6.9,6.7,6.8,6.8,517,268
tt0011909,1191,6.6,6.7,6.8,6.4,6.6,6.5,796,238
tt0011948,337,7,7.6,6.9,7,7,7.3,69,192
tt0011960,973,7,6.7,7,6.9,6.9,7.3,276,513
tt0011979,436,6.8,6.5,6.5,7.1,6.8,6.6,246,108
tt0012016,167,6.4,6.4,7.3,4.3,5.5,5.8,33,33
tt0012027,844,6.6,6.6,6.6,6.6,6.5,7,340,308
tt0012068,393,6.8,6.8,6.6,6.9,6.7,7,174,124
tt0012122,118,5.6,4.7,5.4,5.9,5.5,4.9,35,60
tt0012125,114,6.4,5.8,6.2,6.3,6.2,7.5,61,13
tt0012134,338,7,7.3,7.1,6.8,6.8,8.2,65,203
tt0012136,258,6.4,5.9,5.8,6,5.9,6.1,112,33
tt0012187,100,6.6,5.7,6.3,6.8,6.6,6.7,33,52
tt0012190,2935,7.2,6.9,7.1,7.3,7.1,7.3,1486,919
tt0012249,358,7,7.3,7.1,6.6,6.9,7.6,52,216
tt0012281,190,6.8,6,6.8,6.9,6.8,6.7,37,114
tt0012313,276,6.8,6.5,6.7,6.9,6.8,7.5,88,103
tt0012314,229,6.7,6.3,6.7,6.8,6.7,5.9,75,94
tt0012334,197,6.9,6.8,7,7,6.9,6.6,21,136
tt0012349,101619,8.3,8.4,8.3,8.3,8.3,8.4,15195,47813
tt0012364,9322,8.1,8.2,8,7.9,8.1,8,2204,4943
tt0012382,258,6.1,5.4,5.9,6.4,6,6.4,156,50
tt0012397,262,6.7,6,7.3,6.3,6.6,6.9,106,100
tt0012408,330,6.5,7.7,6.6,6.4,6.5,6.7,165,76
tt0012465,286,7,6.5,6.8,7.3,7,7.3,121,104
tt0012486,230,6.2,5.8,6,6.6,6.1,7.1,58,114
tt0012494,4695,7.7,7.8,7.7,7.7,7.7,7.9,1185,2326
tt0012513,194,6.5,5.9,6.5,6.7,6.5,6.6,73,83
tt0012532,4475,7.4,7.3,7.3,7.5,7.3,7.5,1924,1708
tt0012538,441,6.6,6.7,6.5,6.7,6.5,7.4,157,190
tt0012631,119,6.7,6.2,6.7,7,6.8,6.4,24,65
tt0012642,901,7,7,7,6.9,6.9,7.3,336,377
tt0012645,114,6.8,7,6.7,6.9,6.8,6.4,31,68
tt0012650,199,6.4,5.5,6.3,6.8,6.3,6.2,22,141
tt0012651,1273,6.3,6.3,6.2,6.2,6.2,6.4,298,691
tt0012675,2958,6.4,6.1,6.3,6.5,6.2,7,1528,866
tt0012745,130,6.9,7,6.8,6.9,6.8,7.8,65,35
tt0012752,800,6.9,6.5,6.8,7.1,6.9,7,299,306
tt0012755,150,6.8,6,7,6.8,6.7,7.4,68,55
tt0012763,1685,6.8,7.1,6.9,6.7,6.9,6.9,947,500
tt0012769,125,5.9,6.1,5.7,5.9,5.9,4.3,68,19
tt0012806,298,6.2,6.3,6,6.6,6.1,7.8,81,155
tt0012928,706,6,6.6,6.3,5.3,5.9,5.5,469,101
tt0012938,2189,6.8,6.9,6.9,6.6,6.7,6.9,1196,633
tt0012952,1179,6.4,6.3,6.3,6.5,6.4,6.6,518,422
tt0012973,535,6.9,7.1,7,6.8,6.9,7.4,95,303
tt0012975,243,6.2,6,6.2,5.6,5.8,5.7,100,26
tt0013033,328,7.1,7.4,6.7,7.4,7.1,7.2,100,160
tt0013059,317,6.3,6.2,6.4,6.4,6.3,6.9,63,182
tt0013075,1139,7.1,7.2,7.2,7,7,7.6,421,483
tt0013085,319,6.2,5.2,5.9,6.3,6.1,5.7,139,83
tt0013086,6839,7.9,7.9,7.9,7.9,7.9,7.8,1625,3658
tt0013122,107,6.4,6.3,6.7,6.4,6.5,6.1,12,81
tt0013134,136,6.3,6.2,6.3,6.2,6.1,7,55,57
tt0013140,2777,7.1,7,7,7.2,7.1,6.9,667,1477
tt0013169,331,6.5,6.4,6.4,6.4,6.4,7.2,45,216
tt0013201,1543,7,7.1,7,7,7,7.5,579,634
tt0013223,207,4.9,4.5,4.8,5.2,5,4.7,95,68
tt0013332,254,6.7,6.9,6.7,6.9,6.8,7.1,113,74
tt0013367,192,5.5,5.1,5.7,5.4,5.6,4.6,99,55
tt0013372,395,6.2,6.9,6.5,6,6.3,6.4,192,132
tt0013386,270,6.7,7,6.5,6.7,6.6,6.7,70,133
tt0013402,310,6.7,6,7,6.5,6.9,5.4,199,62
tt0013404,297,6.5,6.5,6.2,6.6,6.3,7.1,163,63
tt0013428,105,6.9,6.8,6.6,7.3,6.9,7.1,10,74
tt0013442,82873,7.9,7.8,7.9,8.1,7.9,7.9,20564,38390
tt0013450,676,6.7,6.3,6.5,6.9,6.7,6.8,306,226
tt0013469,225,6.4,6.4,6,6.6,6.4,6.3,103,69
tt0013496,1436,6.9,7.1,6.9,6.8,6.8,7.4,407,725
tt0013515,419,6.7,6.2,6.6,6.7,6.7,6.4,176,141
tt0013556,1886,7.2,7.1,7.1,7.3,7.2,7.2,748,755
tt0013571,765,6.6,6.8,6.6,6.5,6.6,6.7,254,347
tt0013579,787,6.9,7.1,6.9,6.6,6.8,7.3,215,403
tt0013592,345,6.3,5.9,6.1,6.5,6.2,6.8,142,124
tt0013597,526,5.8,5.6,5.8,5.9,5.8,5.9,260,153
tt0013607,140,5.8,5.4,5.2,6.3,5.8,4.7,49,62
tt0013619,159,6,6.1,6.1,6.2,6.2,6.2,25,94
tt0013626,1853,6.7,6.6,6.7,6.8,6.6,6.9,350,1094
tt0013662,397,6.9,7.3,6.9,6.6,6.8,7.5,184,120
tt0013674,472,7,7.1,7,6.8,7,6.5,61,308
tt0013688,609,6.6,6.4,6.4,6.8,6.5,6.9,276,189
tt0013704,108,6.1,5.4,6,6,5.9,6.5,53,35
tt0013705,130,5.7,5.9,5.6,6.1,5.7,6,82,21
tt0013741,422,6.6,6.8,6.6,6.6,6.6,6.6,149,207
tt0013750,955,6.4,7.1,6.6,5.8,6.2,6.4,657,138
tt0013802,351,6.4,5.7,6.5,6.5,6.2,6.8,227,60
tt0013830,107,6.8,6.9,6.8,6.7,6.6,7.3,17,66
tt0013909,308,5.4,6,5.6,4.8,5.4,3.9,214,65
tt0013933,1016,7.6,7.5,7.7,7.4,7.6,7.6,160,623
tt0013951,470,6.5,5.8,6.5,6.9,6.6,6.3,150,218
tt0014029,1041,6.6,6.5,6.6,6.6,6.6,6.4,686,191
tt0014108,136,6.9,6.7,6.9,7,6.9,6.8,27,86
tt0014109,1022,7.1,6.9,7.1,7.1,7,7.4,260,525
tt0014112,104,5.6,6,5.4,5.6,5.6,5.3,48,36
tt0014142,4452,7.3,7.2,7.1,7.4,7.2,7.3,1650,1635
tt0014205,874,6.2,6.7,6.6,5.5,6.1,5.7,607,129
tt0014341,9351,7.8,7.9,7.8,7.9,7.8,7.8,2763,4306
tt0014358,3891,7.4,7.5,7.4,7.4,7.4,7.6,794,2082
tt0014397,241,6.9,6.2,6.9,6.9,6.9,6.4,47,139
tt0014416,252,6.5,6.3,6.4,6.7,6.4,7,56,130
tt0014417,1678,7.4,7.4,7.5,7.3,7.4,7.3,501,793
tt0014429,16798,8.1,8.1,8,8.2,8.1,8.2,4773,8258
tt0014440,466,7,6.4,7.1,6.9,7,6.8,209,145
tt0014446,234,6.7,6.9,6.4,6.8,6.6,7.6,26,158
tt0014463,350,6.5,6.2,6.6,6.5,6.5,6.7,146,127
tt0014497,770,7,7.2,6.9,7,6.9,7.3,413,211
tt0014516,324,7,6.8,7,7,6.9,7.5,54,204
tt0014524,117,6.2,5.8,6.2,6.2,6.1,5.7,25,72
tt0014532,1768,6.8,6.5,6.8,7,6.8,6.9,542,791
tt0014538,3729,7.1,7.1,7.1,7.1,7.1,7.1,975,1810
tt0014586,1501,6.7,6.4,6.6,6.9,6.6,6.8,428,769
tt0014604,143,6.5,6.3,6.3,6.6,6.4,7.1,51,53
tt0014605,373,6.9,7.1,6.9,6.7,6.8,7,162,115
tt0014606,102,6.4,6.2,5.9,6.8,6.3,7.3,37,49
tt0014611,1470,7.4,7.4,7.4,7.3,7.4,7.4,565,593
tt0014624,4426,7,7,6.9,7.1,7,7.3,871,2451
tt0014636,753,6.2,6.9,6.8,5.8,6.3,5.7,531,141
tt0014646,2183,6.5,6.3,6.5,6.6,6.5,7,403,1251
tt0014672,332,6.4,6,6.1,6.5,6.2,6.6,119,124
tt0014702,393,6.7,7.4,6.4,6.7,6.5,7,195,90
tt0014721,116,5.9,5,5.5,6.2,5.9,6.1,35,53
tt0014760,194,6.9,6,6.7,7.1,6.8,7.4,121,42
tt0014770,198,6.5,6.1,6.4,6.6,6.4,6.8,87,63
tt0014854,118,6.8,5.4,7.7,5.4,6,7.1,35,39
tt0014869,596,6.5,6.1,7.1,6.1,6.3,7,484,73
tt0014874,110,6.3,5.6,6,6.4,6.3,6.4,71,20
tt0014898,510,6.9,6.8,7,6.8,6.9,6.4,143,281
tt0014900,695,6.5,6.5,6.3,6.6,6.3,7.7,163,406
tt0014925,119,6.3,6.1,6.5,6.4,6.3,7.1,33,62
tt0014945,2913,7.7,7.7,7.7,7.7,7.7,8,1155,1129
tt0014972,2771,7.8,7.9,7.8,7.8,7.8,8,1046,1106
tt0014982,245,6.8,6.6,6.7,6.9,6.8,7.1,156,52
tt0015002,1161,7.2,7.5,7.2,7.1,7.1,7.6,420,474
tt0015014,634,7.2,7.3,7.2,7,7.1,7.6,142,368
tt0015016,1797,7.2,7,7.2,7.3,7.2,7,547,838
tt0015018,268,7,6.4,7.2,6.7,6.9,7,113,106
tt0015022,661,5.7,5.9,6.5,4.8,5.4,5.7,480,70
tt0015036,136,6.7,6.7,7.1,6.4,6.5,7.2,57,58
tt0015064,11361,8.1,8,8.1,8.1,8.1,8,2954,5651
tt0015116,932,6.5,6.9,6.6,6.2,6.5,6.4,640,188
tt0015119,1002,7.2,7.3,7.1,7.2,7.1,7.5,308,461
tt0015136,1446,7.1,7.2,7.2,6.8,7.1,7.5,365,772
tt0015145,439,5.8,5.9,6.5,5.3,5.6,6.3,322,80
tt0015163,8373,7.7,7.9,7.6,7.8,7.7,7.9,2789,3609
tt0015167,827,6.6,6.6,6.6,6.5,6.6,7,126,490
tt0015174,3656,8,7.9,8,7.9,8,7.6,835,1967
tt0015175,4801,8.1,8.1,8.1,8,8.1,7.9,1161,2516
tt0015202,2008,7,7.1,7,6.9,6.9,7.3,527,1020
tt0015213,125,6.9,6,7.3,6.7,6.8,7.7,29,68
tt0015224,797,7.1,7.2,6.9,7.2,7,7.2,292,308
tt0015268,397,7.1,6.7,7.1,7.1,7.1,7.3,234,85
tt0015289,146,6.4,6.7,6.5,6.1,6.2,6.9,41,55
tt0015310,424,7.1,6.6,7.2,7.1,7.1,7,220,115
tt0015312,212,5.5,6.5,6.6,4.3,5.5,5.2,166,35
tt0015324,35132,8.2,8.3,8.1,8.2,8.2,8.2,7916,16073
tt0015361,6434,7.6,7.5,7.6,7.6,7.6,7.3,1505,3373
tt0015400,5141,7.8,7.8,7.7,7.8,7.8,7.7,1749,2215
tt0015493,189,6.3,6.8,6.3,6.2,6.2,6.8,70,87
tt0015498,417,6.8,6.4,6.7,7,6.8,6.6,222,125
tt0015500,301,6,6.4,6.6,5.1,5.7,6.3,199,51
tt0015518,123,6.1,6,8.2,3.7,4.2,6.2,23,15
tt0015532,4872,7.8,7.8,7.8,7.6,7.7,8.1,1469,2312
tt0015624,5839,7.9,7.7,7.8,8,7.9,7.9,2463,2230
tt0015634,618,6.2,6.4,6.1,6.3,6.1,6.8,275,185
tt0015643,174,7,6.9,6.8,6.4,6.5,7.3,44,56
tt0015648,49221,8,7.9,7.9,8.1,8,7.8,10131,25299
tt0015684,479,6.3,6.7,6.5,6.1,6.4,6,293,127
tt0015687,227,6.6,6.6,6.2,6.8,6.6,6.7,126,62
tt0015693,660,6.4,6.5,6.3,6.3,6.3,6.9,398,181
tt0015758,384,7,6.6,7.1,7,7,6.7,146,139
tt0015768,1562,7.1,7.2,7,7.2,7.1,7.4,407,810
tt0015772,1584,6.6,6.4,6.6,6.6,6.6,6.8,650,618
tt0015794,123,6.3,4.6,6.4,6.4,6.4,5.5,30,68
tt0015801,293,7.1,7.5,7.1,7.2,7.1,7.4,103,146
tt0015841,4669,7.5,7.6,7.5,7.6,7.5,7.7,1974,1680
tt0015842,1299,7.2,7,7.2,7.2,7.1,7.5,318,693
